Architecture,NFE,Science Score,Cost,Duty Cycle Violation,Instrument Orbit Assignment Violation,Interference Violation,Packing Efficiency Violation,Spacecraft Mass Violation,Instrument Synergy Violation
010101000001101000011101101101010000010110011110010011010001,916,0.471964912643298,13827.843386225954,0.23061240013453183,0.03333333333333333,0.9400000000000001,0.0,0.13706084918097786,0.64
110101000001100100011111010001010001100110011110000000010000,1914,0.4847012014991181,10439.663224034477,0.2590432455564227,0.02222222222222222,0.38,0.08438902461479594,0.10750531969205453,0.38
110101111001100100001110000101000001100100011110000000110000,1754,0.48774925044091705,10766.001978837125,0.3229845161658214,0.02222222222222222,0.0,0.0,0.07453825601379667,0.36
011110100111100101001101011100101100000010101011010101111010,350,0.42535529651675485,17205.9575703748,0.3705335381382566,0.06666666666666668,0.82,0.0,0.29533753575310057,1.04
110111111101000100001110100001000111000100101010000000100000,1038,0.46040887345679005,11766.98170393271,0.24400613631965884,0.02777777777777778,0.82,0.0,0.12906771609566908,0.38
010101110001101000001110100001000011010110011111000000100011,1570,0.5062910163139329,11833.084283061322,0.1690604686015297,0.02222222222222222,0.6599999999999999,0.0,0.1545615428507229,1.06
110101111001100000001110000000010011100100011010000000110000,1700,0.46059647266313924,8305.681671108572,0.14803634073888383,0.02777777777777778,0.0,0.0,0.07453825601379667,0.48
010100111000010100001110100001010011100100011110000010110000,930,0.4624893959435626,9647.64420840662,0.22548179425574447,0.03333333333333333,0.0,0.0,0.017057338271178953,0.6
110101110001100000001110000001000110010110011111000000100010,1626,0.49969865520282186,10370.311317175801,0.17519107567046982,0.02222222222222222,0.5599999999999999,0.0,0.12338720252346276,0.52
011011101110111101001001000001111010101010001010011000011100,0,0.4034082286155202,16904.556847975335,0.145059238773287,0.061111111111111116,0.9,0.0,0.2805878799583785,1.44
011101000001101011001110000100011101011110101111001001100000,424,0.48657732583774244,17085.69139478239,0.3065751896467922,0.03333333333333334,1.3399999999999999,0.0,0.2672904754822862,0.86
000100010000100000001110000001010001100100011110000000110100,1710,0.43195712081128745,7116.705091187494,0.08995226795938047,0.02222222222222222,0.0,0.0,0.0,0.36
111000001110100011110001110001001101111101011010000111001111,0,0.4183257054673721,16339.862764431693,0.2493547768734286,0.061111111111111116,1.0,0.0,0.3007779866970339,1.1199999999999999
100101100001101011001110000100011101011010111110100101010001,418,0.48646158509700177,15565.650568747353,0.2700738403945063,0.05,1.08,0.0,0.21875963934379664,1.4
001000001001110100011110111001010010101010111001001001110101,368,0.39376054343033506,14681.335029438995,0.0911041281598562,0.04444444444444444,0.74,0.0,0.19791535939794924,1.1199999999999999
100000100000000101101001101111010010100100001100011010111101,0,0.38743172398589054,13891.20700270531,0.2529539822891443,0.05555555555555556,1.2399999999999998,0.0,0.22522102929750015,1.1199999999999999
110001101000010111101010001010011110010000010111011101101001,0,0.4160414792768959,16088.852081104984,0.1867728520426889,0.061111111111111116,0.96,0.0,0.25965823002756566,0.74
011101000001101011001110000101010000111101001011010101110001,752,0.46662335758377416,16562.6845156695,0.3458150532340195,0.03333333333333333,0.9199999999999999,0.0,0.27399301088291605,0.9800000000000001
011101000001101000001110000101011000001111011110000010110000,924,0.4907902888007054,13514.939927974669,0.2606018585947048,0.03333333333333333,0.8800000000000001,0.0,0.19239917018831704,0.7
110101010001110000001110000001010010010110011111000000000001,1786,0.4907817570546737,9706.194328505757,0.17470195084956636,0.016666666666666666,0.52,0.0,0.09511914689375175,0.3
110101011101000011001010000101010110010110011111000000000001,1884,0.5056180665784832,12241.305720612148,0.299676082597072,0.03333333333333333,0.62,0.0,0.1877916841528307,0.21999999999999997
011101000001010100011111100001110011100110100010001100001000,0,0.40103106261022925,13896.022309439742,0.25744628147719,0.03888888888888888,0.64,0.0,0.18273573689080616,1.14
110101100101000011001010000001010000010111011111000000100011,4484,0.5274905202821869,12160.500826590458,0.21587318405143002,0.016666666666666666,0.74,0.0,0.2024545071448129,0.36
010101110001100000001110000000000001100111011111000000110000,2454,0.4935875440917108,9467.162167080773,0.1838878465192047,0.01111111111111111,0.6799999999999999,0.0,0.13337160367055462,0.4
000101110001010010001110000000000001100110111110010000000001,3482,0.501340520282187,9517.72056656649,0.15618275944510818,0.01111111111111111,0.6199999999999999,0.0,0.12288688833104863,0.3
010101110001100010001110000000010011100110011110000001100001,3198,0.5145349647266313,10819.648222304859,0.1647052556186957,0.016666666666666666,0.6,0.0,0.11904302112295251,0.43999999999999995
000001110001101010001110001100010000001100111110010011000000,860,0.4631919091710757,12870.27573931608,0.09942463940000237,0.02222222222222222,1.02,0.0,0.1338124329894715,0.76
011101011101101010001110000000010001100100011110000000110000,1470,0.46762613536155195,10881.352227109284,0.1995678228525558,0.02222222222222222,0.86,0.0,0.16764651689944093,0.9199999999999999
000101110100000000001010000000000000110100011110000000110001,4976,0.47032987213403876,6561.04866890192,0.22676423156978676,0.013888888888888888,0.0,0.0,0.0,0.375
100100010001010100001110100001100011110110101011000000110001,768,0.44788823853615517,11022.791328751193,0.1890544239982957,0.02222222222222222,0.62,0.0,0.12420885397152448,0.7
110100111111010100001110000000000111100111101111100011000100,720,0.478426631393298,13997.130220473231,0.29766042424570804,0.03333333333333334,0.74,0.0,0.1740419148633791,0.5
010100111000010100001110100001010011100100011110000011000001,1080,0.4766264329805996,10904.819963473461,0.22548179425574447,0.02777777777777778,0.27999999999999997,0.0,0.017057338271178953,0.41999999999999993
110100111101100100010100000000000111100111101010000000110100,502,0.43502389081790116,10995.614974716369,0.25013734663704035,0.02777777777777778,0.54,0.0,0.12783319250955186,0.72
110101101101000011001010010001010000010111011110000000010001,3048,0.5228993165784832,12244.765304097524,0.2247667294522365,0.02777777777777778,0.58,0.0,0.20415013103016216,0.3
010101110001100000001110000000010001100100001110000000110000,2062,0.4463664241622574,7439.727859239176,0.15719754891882876,0.016666666666666666,0.0,0.0,0.04327894249968118,0.5
000001110001110100010100000000000110000101101000011010100011,630,0.39994003665123457,10645.533475015827,0.15040014021545725,0.02222222222222222,0.44000000000000006,0.0,0.07505616046864359,0.58
110000111101011100001110000000000000100100011110000000110000,1186,0.4197257054673721,8432.34206293946,0.22556048133270917,0.020833333333333332,0.225,0.0,0.09552709261171172,0.85
010100010000000000001110000001010001100100011110000000000000,2274,0.43210503747795415,6047.88834578158,0.1301786669586426,0.013888888888888888,0.0,0.0,0.0,0.125
000000000011001010001101111010101001111110010000101101100111,0,0.3549891024581129,15521.079043199332,0.16077169518531545,0.05,1.3800000000000001,0.0,0.28989320381198713,0.78
110100010100110000001110000001000110000110011110000000110001,1594,0.46513985890652554,8478.569325756878,0.16363526430998118,0.02222222222222222,0.27999999999999997,0.0,0.03000931172610364,0.44000000000000006
110001010101010100001110100001010011100100011110000000110000,818,0.45796598324514987,9254.36717417446,0.1762279229129914,0.02777777777777778,0.0,0.0,0.019321430207760275,0.6399999999999999
100100010000000000000110000000000000100100011110000000010000,3924,0.3222916446208112,4143.923070470235,0.12547347602290704,0.006944444444444444,0.0,0.10548628076849492,0.0,0.15000000000000002
100100010000000000000110000000000000100100011110000000010001,4736,0.37188365850970007,4389.155435689085,0.12547347602290704,0.006944444444444444,0.0,0.0,0.0,0.15000000000000002
111100000010101101000011011110011001111000010111110100000101,0,0.3557031608245149,15758.701788328399,0.26854989558356734,0.05,0.8800000000000001,0.0,0.2561178490207663,0.9800000000000001
000001111001010100010100000000000110101111000100101100011010,428,0.3456882716049382,11552.64344900881,0.2328825018089728,0.049999999999999996,0.9800000000000001,0.0,0.12883887322549847,0.9200000000000002
110101111111100000001110000101010000010110011111000000100011,1842,0.5057792107583774,11941.301741669156,0.2650619597123015,0.02777777777777778,0.5,0.0,0.16558443587767133,0.48
100101110001100000011110000000010011100100011110100000010000,1926,0.4663886022927689,7691.246161893472,0.15559360457438623,0.02777777777777778,0.0,0.0,0.04319004504681415,0.26
110100111101010100001110100001110011011010011110100101010011,548,0.47203916446208105,14164.083054190782,0.2568268356289578,0.05,0.52,0.0,0.1914168106296186,1.3
111101000001100000000100000000000111100111101010010011010001,742,0.42418427028218686,12174.89428619706,0.17359148831422427,0.02222222222222222,1.0399999999999998,0.0,0.1737906502234624,0.76
010101110001100000001110000000000011100110011110100000000001,2864,0.48597689594356264,8563.381965604363,0.1647052556186957,0.016666666666666666,0.4,0.0,0.0870038697757777,0.45999999999999996
010101110001000000001110000000000001100111011111000000010001,4372,0.4991407848324515,9123.07989947776,0.1838878465192047,0.01111111111111111,0.6799999999999999,0.0,0.13337160367055462,0.13999999999999999
011011101101100010111010101011101010000010101010110000000101,0,0.4278129739858906,16648.8720106666,0.05286338107205728,0.05,1.16,0.0,0.2802291872600181,1.3400000000000003
000101110011100000110010011110001111111011011100010101110001,0,0.4342437651565255,15512.614615756404,0.29671537901794676,0.05,1.5399999999999998,0.0,0.26488505377853083,1.48
111100101000101100110011000110011111011001111110010111110110,0,0.45147674713403874,18313.714549193734,0.34197522790000673,0.06666666666666667,0.9799999999999999,0.0,0.35988704682881717,1.2200000000000002
000100000001101010001110000101010000010100111111010011000001,822,0.4828981591710757,12002.064965248077,0.15425664350513074,0.02222222222222222,0.8800000000000001,0.0,0.1395481387509764,0.4800000000000001
110100100101010100001110100001100010000101111000100010111011,686,0.4593262841710758,12690.82837878296,0.24205022128139717,0.044444444444444446,0.38,0.0,0.07740269126588531,0.82
000101100101000011001010001000000000110110011110000000010001,3816,0.5089356591710759,9857.707483621994,0.19148066813971226,0.01111111111111111,0.76,0.0,0.14081374175370492,0.44000000000000006
110101110001100000001110000101010010010110011111000000110011,2352,0.5057792107583774,11202.287146929444,0.23170918416760022,0.03333333333333333,0.52,0.0,0.12338720252346276,0.6
010101100000000000001110000011010001100110011111100000000001,3276,0.503514131393298,10146.576599883912,0.16193518553308836,0.016666666666666666,0.6799999999999999,0.0,0.09050055136882476,0.31999999999999995
110101110001100000000100000000000110000101101010000000100000,838,0.3999894951499118,7964.736250677884,0.15675262815059968,0.01111111111111111,0.0,0.0,0.08619827758672272,0.38
111000001101010110001101110100000100000110111011100110010000,0,0.4175642181988536,13267.828358319743,0.27074492560478014,0.05,0.78,0.0,0.16650669127416728,0.9399999999999998
010101100001100011001110000001010000110110011111000000000001,4272,0.5200882054673721,11369.635374852516,0.21206009084136995,0.01111111111111111,0.9199999999999999,0.0,0.18465385017395844,0.26
110111110001101010001110000001010101100100011110010001110000,1266,0.4992283179012345,13810.043537411939,0.17267289182388418,0.02777777777777778,1.06,0.0,0.17045902187345527,1.0
