Architecture,NFE,Science Score,Cost,Duty Cycle Violation,Instrument Orbit Assignment Violation,Interference Violation,Packing Efficiency Violation,Spacecraft Mass Violation,Instrument Synergy Violation
010000010110100000100010000000000000000000011111000000000000,3708,0.3503521439594356,3511.5858748343862,0.0,0.0,0.0,0.0,0.0,0.46666666666666673
010101101100100000010010010000000000010100011111000001000000,3216,0.4790947696208112,7436.073946495859,0.19901671728332151,0.01111111111111111,0.0,0.0,0.06332293231464443,0.38
110001100101010010011110101010011110100011100110011101010100,0,0.39698403880070543,15046.421134234111,0.10981186585620564,0.061111111111111116,0.9799999999999999,0.0,0.23280504946828176,1.3199999999999998
101001010111100110101110010100110100001001111111110010110011,412,0.44878936287477955,15958.451231679308,0.20004704154934477,0.05,1.02,0.0,0.29203312569515294,1.44
010101101101100010001110010000011111101101111011110011001010,996,0.5135217702821869,15601.52652185919,0.20299627388889646,0.07222222222222222,0.86,0.0,0.25779771304749144,1.22
010101111101100000010110010000001100100100011011000000000000,1618,0.4602514495149911,8525.12936219947,0.21336435932989414,0.034722222222222224,0.0,0.0,0.10130085163077085,0.725
000000010110100000010010010000000001000000010011000000000000,3774,0.2704739941578483,2337.7872688383295,0.0,0.006944444444444444,0.0,0.0,0.0,0.19999999999999998
010111101101000010010010010000000010110111011110000000000000,1608,0.4899334600970018,9936.281044527535,0.2867373994742808,0.020833333333333332,0.75,0.0,0.2253901275843267,0.37500000000000006
000101111010100000000001011000000000000101001110100011011100,738,0.435276774691358,9704.69889933197,0.2252126833616921,0.03888888888888889,0.38,0.0,0.09562638625957347,0.68
101001101110010111110000011110011010011110110100101010001110,0,0.33445678185626093,18624.276025353207,0.2627511870360707,0.06666666666666667,1.1400000000000001,0.0,0.364234422527142,1.3800000000000001
010101100101100010011010010000100010110111111111000001000011,2070,0.5274905202821869,12594.019144050186,0.21472317283254944,0.02222222222222222,0.9,0.0,0.17916569361982848,0.56
011101100100100000011110010000000000000100011011000000000001,2172,0.4721707782186948,8183.405952936212,0.15139726794826475,0.01111111111111111,0.3,0.0,0.06885024214559739,0.4600000000000001
010101101111000010010010010000100010110111011111000001000000,2464,0.5165255897266313,10892.267287037093,0.2284300300694045,0.016666666666666666,0.7,0.0,0.18561348875803296,0.27999999999999997
000101100100100000010010010000000000010100011111000001000000,2964,0.46436262676366835,6642.230745449795,0.18040518310951528,0.005555555555555555,0.0,0.0,0.02152191155255892,0.38
010111101101110100110011101111000101110010110101000000001100,538,0.3971060481426366,16342.875148962528,0.2565631133230814,0.03888888888888888,1.3399999999999999,0.0,0.27302764328731793,0.9400000000000001
010100000101100000110011101111001111100101011110000011101010,756,0.46516239528218695,14964.370820119635,0.2933877450919097,0.05,1.2,0.0,0.20643009629732312,0.9400000000000001
010000110100010010011111000110101010101101011110010001010000,990,0.4474722663139329,13079.756529607683,0.1685706151203113,0.03888888888888888,0.9600000000000002,0.0,0.20120710500360955,0.74
001110110000100100111111000101001111010000100010010111000110,0,0.38614005731922396,13950.794129545684,0.32829369792459157,0.05555555555555556,0.64,0.0,0.24496770367228962,0.5599999999999999
001110100000100100111100001001011101100100000110100010001110,440,0.37086931079144614,13090.452009169978,0.2083450336044077,0.05555555555555556,0.76,0.0,0.12821447916334422,0.8400000000000001
010010000100100100000010110000010111110101111011110000111001,574,0.4053199680335096,11246.960754985284,0.115199170543382,0.05555555555555556,0.1,0.0,0.07838370970052569,0.72
110101111101100000000110010100011110000100011011000000000000,1330,0.4602514495149911,9506.477382829355,0.3160474842589961,0.05555555555555555,0.0,0.0,0.10062785960698606,0.525
000000011010100100100010101110111111110110110011100000110000,0,0.2624042355599647,12633.15461854703,0.18006058718017204,0.05555555555555556,1.26,0.0,0.18486255028992557,0.6
010101101100000010010010010000100010110111011111000001000011,1758,0.5124001267636684,10682.836153115675,0.22375484481808572,0.02222222222222222,0.7,0.0,0.1377233849145021,0.4
010101111000100000000110010000011110000100011011000000000000,1558,0.4355911100088183,7798.879240877836,0.1725584529289559,0.048611111111111105,0.0,0.0,0.04601025616537554,0.4
