Architecture,Science Score,Cost,Duty Cycle Violation,Instrument Orbit Assignment Violation,Interference Violation,Packing Efficiency Violation,Spacecraft Mass Violation,Instrument Synergy Violation
100011000011100111010011011010101111110000101111110001110011,0.42018693231922394,16935.457202084945,0.08626606109968668,0.05,0.96,0.0,0.3328929889622497,1.16
001100011111101010101010011001111000111010110000011111100110,0.3716167107583774,18611.956496518287,0.19643045032351308,0.05555555555555556,1.12,0.0,0.36469198664195684,1.02
011110111111001100010100001100101001011010111100001100000010,0.3863225942460317,16717.224070561846,0.23949580922395378,0.03333333333333334,0.9600000000000002,0.0,0.23312516619460447,0.5399999999999999
010001100010010001101000011101000001100001000100101011101111,0.31050538332231037,14284.330713101199,0.1338185967073467,0.044444444444444446,1.02,0.0,0.17838728513772611,0.8
001001100101101011110001111000000100100111111100011101000011,0.4280807443231922,17261.688658760788,0.19362832413401293,0.03333333333333333,1.0000000000000002,0.0,0.2970000671795923,1.44
111110101011011100110010111100110101111101011111110101101011,0.46157251432980584,20993.29085975614,0.41084378007204003,0.06666666666666667,0.86,0.0,0.41963417838510936,1.34
011001010110011110101100110110111001010101110010011101010111,0.384744990079365,18055.959472113675,0.345473761404809,0.06666666666666668,1.2600000000000002,0.0,0.32826018078453245,1.24
101101101000111011101101011101010001010000101000001001101001,0.40309753086419753,18004.535770025286,0.21784519347621184,0.03888888888888888,1.1199999999999999,0.0,0.3104477003352167,0.8800000000000001
101111100100010110100110011111001000101100011100001111101100,0.40097709435626094,19929.418187185325,0.475307989439013,0.04444444444444444,1.1800000000000002,0.0,0.34827192159257897,0.9400000000000001
011010101010001100101101010110001010110111111110010100000010,0.43151008046737205,16352.25348988187,0.2973555980113409,0.05555555555555556,1.06,0.0,0.2982533595124478,0.74
001111110101110101111000000100110111001000010101110011111011,0.39799124779541445,17194.165955062577,0.2645530000145427,0.061111111111111116,1.1400000000000001,0.0,0.27569161735907816,1.22
110110110100000111011111111011010010010000101011111010001000,0.4530277888007054,16864.78565392179,0.19042207808056813,0.05,1.2,0.0,0.2743226154558182,1.1800000000000002
100100000100110010100001101101101001100010110010100010011100,0.342858180293761,12979.685460609757,0.15043776693550487,0.05,0.8800000000000001,0.0,0.12927729591695697,0.78
011101100010101111011100000000100000110111011000111000011010,0.4152276151895943,15096.689072672125,0.2809799106443158,0.03888888888888888,1.48,0.0,0.26176353370256566,1.0
111011110000001001100110111000111011001111000000111001010011,0.3491591545414462,17902.007533362485,0.07497683584537022,0.05555555555555556,0.86,0.0,0.35594107341487213,0.8800000000000001
001110011101111010101110010011011011011010110010100101111111,0.42802130731922394,19127.084236445375,0.21484061758551612,0.07777777777777778,1.06,0.0,0.40598088072586724,1.44
111110011011101000100011001001000011000010001010001100101001,0.34955313602292765,15448.458368604835,0.14035634220066362,0.02777777777777778,1.12,0.0,0.26287407335064644,0.42000000000000004
011000111011100011000011110011000111010001101100101010000100,0.36892740713183414,15095.502657613075,0.054651903641638966,0.03888888888888888,0.8600000000000001,0.0,0.23134321601136326,1.3800000000000001
010010011101111110001001011110111010101110110100100111111100,0.39037376680996466,19566.51150633525,0.34622669240859927,0.07777777777777777,1.02,0.0,0.35563613695385066,1.6199999999999999
010111100100110010101110010100101000110000011000111101101010,0.37547568893298056,15102.609014424357,0.2446182940336865,0.0611111111111111,0.8800000000000001,0.0,0.22522101909610207,0.8
000000011001010010000010100110011001011111010000101111011110,0.2625436693948413,14461.841706144309,0.2642618589355651,0.07222222222222222,1.5599999999999998,0.0,0.2133804437855244,0.6
100110110001111110110011101110011000110111101010010101101111,0.39223137676366837,20038.98672552659,0.38047946947656,0.061111111111111116,1.06,0.0,0.39328389497522903,1.1400000000000001
