Architecture,NFE,Science Score,Cost,Duty Cycle Violation,Instrument Orbit Assignment Violation,Interference Violation,Packing Efficiency Violation,Spacecraft Mass Violation,Instrument Synergy Violation
001112344556|3230142-1-1-1-1-1,0,0.2029471340388007,6421.244106458598,0.02043578016984358,0.015873015873015872,0.5142857142857143,0.0,0.02085418077260848,0.2285714285714286
000000000000|3-1-1-1-1-1-1-1-1-1-1-1,0,0.35284925044091703,5950.469373404551,0.6103790736561728,0.0,0.0,0.0,0.6010492910256411,0.0
001234567889|3034040213-1-1,558,0.29968534501763666,5651.211421003032,0.001895885877413972,0.005555555555555555,0.0,0.0,0.0,0.16000000000000003
001223444445|014030-1-1-1-1-1-1,382,0.34907044753086414,5780.656589255273,0.021327238336909565,0.004629629629629629,0.16666666666666666,0.0,0.0,0.26666666666666666
001234556677|30340433-1-1-1-1,3476,0.34964336419753084,5119.71680263455,0.002369857346767465,0.003472222222222222,0.0,0.0,0.0,0.225
001234455556|3434034-1-1-1-1-1,3350,0.3877683641975308,5468.465390033628,0.0027084083963056743,0.0,0.0,0.0,0.0,0.2285714285714286
000112233456|1003323-1-1-1-1-1,0,0.3560662932649911,6961.325304987475,0.012886462804126784,0.003968253968253968,0.17142857142857143,0.0,0.0,0.2285714285714286
000000111111|41-1-1-1-1-1-1-1-1-1-1,0,0.23591559193121686,6434.793347445175,0.21829400108374436,0.05555555555555555,0.7,0.0,0.2425530603175991,0.7
000122333456|3034313-1-1-1-1-1,0,0.2697076664462081,6782.490719441414,0.0,0.011904761904761904,0.17142857142857143,0.0,0.0,0.2285714285714286
001234555555|303423-1-1-1-1-1-1,824,0.3605641975308641,5602.169446669394,0.003159809795689953,0.0,0.0,0.0,7.771834077166861E-4,0.26666666666666666
001234555556|1034034-1-1-1-1-1,860,0.3773516975308641,5456.308623312045,0.0027084083963056743,0.0,0.0,0.0,0.0,0.2285714285714286
001234566788|303414304-1-1-1,748,0.34403196786816576,5405.2257231433205,0.0021065398637933022,0.0030864197530864196,0.0,0.0,0.0,0.19999999999999998
000011233445|320132-1-1-1-1-1-1,314,0.3233090925374779,6352.873070457519,0.034939088120059025,0.004629629629629629,0.3333333333333333,0.0,0.0,0.2333333333333333
001234567789|3034040340-1-1,656,0.350547940090388,5292.4037960072,0.001895885877413972,0.0027777777777777775,0.0,0.0,0.0,0.18
001234455556|1034034-1-1-1-1-1,884,0.38698132716049377,5510.03602618671,0.0027084083963056743,0.0,0.0,0.0,0.0,0.2285714285714286
000111233344|10430-1-1-1-1-1-1-1,710,0.3518806409832451,6366.451346348282,0.06353078594433312,0.0,0.32,0.0,0.015995615464377964,0.32
012345666678|310340323-1-1-1,836,0.34769685984347437,5590.4881904654485,0.0021065398637933022,0.0030864197530864196,0.0,0.0,0.0,0.2222222222222222
012345566667|23034031-1-1-1-1,646,0.3573902777777777,5598.232920798048,0.002369857346767465,0.003472222222222222,0.0,0.0,0.0,0.225
001234555677|10340344-1-1-1-1,886,0.2930391437940917,5563.584182857425,0.002369857346767465,0.006944444444444444,0.0,0.0,0.0,0.225
012234566666|2103403-1-1-1-1-1,594,0.34801597222222214,5970.165548697337,0.0061258605103112285,0.003968253968253968,0.17142857142857143,0.0,0.0,0.2571428571428572
