Architecture,NFE,Science Score,Cost,Duty Cycle Violation,Instrument Orbit Assignment Violation,Interference Violation,Packing Efficiency Violation,Spacecraft Mass Violation,Instrument Synergy Violation
001234445678|323430130-1-1-1,866,0.3309543885030864,5702.6415066474565,0.0021065398637933022,0.0030864197530864196,0.0,0.013309395916739845,0.0,0.19999999999999998
001234556667|04342130-1-1-1-1,748,0.351553086419753,5277.22258447994,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
000000000000|3-1-1-1-1-1-1-1-1-1-1-1,0,0.35284925044091703,5950.469373404551,0.6103790736561728,0.0,0.0,0.0,0.6010492910256411,0.0
000122344555|111301-1-1-1-1-1-1,0,0.25379804549713403,6947.557857316646,0.0,0.004629629629629629,0.16666666666666666,0.0,0.0,0.2333333333333333
001234566677|04343030-1-1-1-1,682,0.35997174548059957,5270.5860096731785,0.002369857346767465,0.0,0.0,0.0,0.0,0.225
011222333345|341204-1-1-1-1-1-1,0,0.1476265018738977,5897.690646467936,0.0529423216202776,0.02314814814814815,0.3333333333333333,0.0,0.013329679553648305,0.3333333333333333
000011111111|42-1-1-1-1-1-1-1-1-1-1,0,0.12274699074074073,6632.43215669386,0.20396775912984405,0.1111111111111111,0.4,0.0,0.23988098165711588,0.7
000112333333|0420-1-1-1-1-1-1-1-1,354,0.2815070133377424,6933.455630702978,0.031990857505364345,0.013888888888888888,0.15,0.0,0.032520000447234465,0.35
001223456666|0434103-1-1-1-1-1,862,0.3490431657848324,5805.146563704228,0.01828049000306534,0.0,0.17142857142857143,0.0,0.0,0.22857142857142856
001234455556|3434034-1-1-1-1-1,874,0.3877683641975308,5468.465390033628,0.0027084083963056743,0.0,0.0,0.0,0.0,0.2285714285714286
000111223456|4120302-1-1-1-1-1,0,0.22198213458994703,6550.169471337802,0.045379132817380805,0.015873015873015872,0.34285714285714286,0.024822516151927647,0.011425439617412833,0.2285714285714286
001234556677|04342030-1-1-1-1,746,0.35623331955467363,5243.71778437765,0.002369857346767465,0.0,0.0,0.0,0.0,0.225
