Architecture,Science Score,Cost,Duty Cycle Violation,Instrument Orbit Assignment Violation,Interference Violation,Packing Efficiency Violation,Spacecraft Mass Violation,Instrument Synergy Violation
001234455556|3434034-1-1-1-1-1,0.3877683641975308,5468.465390033628,0.0027084083963056743,0.0,0.0,0.0,0.0,0.2285714285714286
001234455556|3434034-1-1-1-1-1,0.3877683641975308,5468.465390033628,0.0027084083963056743,0.0,0.0,0.0,0.0,0.2285714285714286
001234455556|3034034-1-1-1-1-1,0.38698132716049377,5467.849568443964,0.0027084083963056743,0.0,0.0,0.0,0.0,0.2285714285714286
001234566677|32342434-1-1-1-1,0.35207571786816577,5160.259070382729,0.002369857346767465,0.003472222222222222,0.0,0.0,0.0,0.225
001234566667|34040234-1-1-1-1,0.3788720348324514,5326.901170058044,0.0,0.0,0.0,0.0,0.0,0.2
001234566667|34040234-1-1-1-1,0.3788720348324514,5326.901170058044,0.0,0.0,0.0,0.0,0.0,0.2
001234455556|3034034-1-1-1-1-1,0.38698132716049377,5467.849568443964,0.0027084083963056743,0.0,0.0,0.0,0.0,0.2285714285714286
001234455556|3404034-1-1-1-1-1,0.3892887014991181,5535.07905102849,0.0,0.0,0.0,0.0,0.0,0.2285714285714286
001234455556|3434034-1-1-1-1-1,0.3877683641975308,5468.465390033628,0.0027084083963056743,0.0,0.0,0.0,0.0,0.2285714285714286
001234455556|3404034-1-1-1-1-1,0.3892887014991181,5535.07905102849,0.0,0.0,0.0,0.0,0.0,0.2285714285714286
001234566667|34040234-1-1-1-1,0.3788720348324514,5326.901170058044,0.0,0.0,0.0,0.0,0.0,0.2
001234455556|3404034-1-1-1-1-1,0.3892887014991181,5535.07905102849,0.0,0.0,0.0,0.0,0.0,0.2285714285714286
001234566677|32342434-1-1-1-1,0.35207571786816577,5160.259070382729,0.002369857346767465,0.003472222222222222,0.0,0.0,0.0,0.225
001234455556|3404034-1-1-1-1-1,0.3892887014991181,5535.07905102849,0.0,0.0,0.0,0.0,0.0,0.2285714285714286
001234455556|3434034-1-1-1-1-1,0.3877683641975308,5468.465390033628,0.0027084083963056743,0.0,0.0,0.0,0.0,0.2285714285714286
001234566677|32342434-1-1-1-1,0.35207571786816577,5160.259070382729,0.002369857346767465,0.003472222222222222,0.0,0.0,0.0,0.225
001234566667|34040234-1-1-1-1,0.3788720348324514,5326.901170058044,0.0,0.0,0.0,0.0,0.0,0.2
001234455556|3404034-1-1-1-1-1,0.3892887014991181,5535.07905102849,0.0,0.0,0.0,0.0,0.0,0.2285714285714286
