Architecture,NFE,Science Score,Cost,Duty Cycle Violation,Instrument Orbit Assignment Violation,Interference Violation,Packing Efficiency Violation,Spacecraft Mass Violation,Instrument Synergy Violation
001222233334|34303-1-1-1-1-1-1-1,592,0.2942693479938271,5739.174083456837,0.06973727585382765,0.005555555555555555,0.32,0.0,0.021912877668500044,0.32
000000000000|3-1-1-1-1-1-1-1-1-1-1-1,0,0.35284925044091703,5950.469373404551,0.6103790736561728,0.0,0.0,0.0,0.6010492910256411,0.0
001122223344|44334-1-1-1-1-1-1-1,0,0.2843075851521164,6019.591026810364,0.016520651553316567,0.02222222222222222,0.32,0.0,0.0,0.36
001234566678|140342340-1-1-1,794,0.35214764247134034,5390.817168220078,0.0,0.0030864197530864196,0.0,0.0,0.0,0.20000000000000004
012234556777|10230443-1-1-1-1,0,0.26577062517912253,6115.780014628737,0.005360127946522325,0.013888888888888888,0.175,0.0,0.0,0.22499999999999998
001234455566|3134030-1-1-1-1-1,1256,0.37668470844356255,5488.232509236768,0.0027084083963056743,0.0,0.0,0.0,0.0,0.2571428571428572
001234455556|3434034-1-1-1-1-1,1618,0.3877683641975308,5468.465390033628,0.0027084083963056743,0.0,0.0,0.0,0.0,0.2285714285714286
001234455556|3134034-1-1-1-1-1,1022,0.3877683641975308,5502.849568443964,0.0027084083963056743,0.0,0.0,0.0,0.0,0.2285714285714286
012333455556|2310434-1-1-1-1-1,870,0.34816491402116395,5709.818990349215,0.045379132817380805,0.003968253968253968,0.34285714285714286,0.0,0.011425439617412833,0.2571428571428572
011112223345|213311-1-1-1-1-1-1,0,0.3024905423280423,6569.426105318288,0.03455706932332989,0.004629629629629629,0.6666666666666666,0.0,0.039272942862673965,0.3333333333333333
012223456677|34142214-1-1-1-1,0,0.2380788580246913,6292.756047722558,0.017881307648613134,0.013888888888888888,0.525,0.0,0.02019526916149735,0.25
011223344566|2222204-1-1-1-1-1,0,0.20235879629629627,6079.168147139002,0.012886462804126784,0.027777777777777783,0.17142857142857143,0.017112080464379804,0.0,0.2857142857142857
001234456667|02040134-1-1-1-1,1184,0.37925397927689586,5640.470151511761,0.0,0.0,0.0,0.047875953332273444,0.0,0.2
001112234566|4342000-1-1-1-1-1,0,0.25592995205026453,6361.275544307984,0.02551649652677157,0.015873015873015872,0.5142857142857143,0.05539504038733221,0.004629920294591339,0.2571428571428572
001234566667|31342032-1-1-1-1,910,0.3704766975308641,5289.259108706308,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
000111112222|101-1-1-1-1-1-1-1-1-1,0,0.30191550374779536,6935.118703505943,0.10754979682232395,0.009259259259259259,0.26666666666666666,0.0,0.08757716943272385,0.4666666666666666
001222233334|02034-1-1-1-1-1-1-1,314,0.37733929673721334,5913.692612579303,0.0640970482433193,0.0,0.32,0.0,0.047963851606632024,0.32
011111122333|2303-1-1-1-1-1-1-1-1,400,0.2761120163690476,6385.779207962159,0.10335707903948277,0.013888888888888888,0.9,0.0,0.09653216402581015,0.35
012333333456|3302340-1-1-1-1-1,0,0.22958795194003526,6022.227150806831,0.05982941666364144,0.019841269841269844,0.5142857142857143,0.0,0.04949476337836979,0.2857142857142857
001234567778|323420134-1-1-1,1290,0.3638794753086419,5315.333836734065,0.0021065398637933022,0.0,0.0,0.04255640296202084,0.0,0.17777777777777778
000112233445|010313-1-1-1-1-1-1,0,0.35354323192239856,6987.686784781777,0.015034206604814582,0.0,0.16666666666666666,0.0,0.0,0.2333333333333333
011234444456|4313434-1-1-1-1-1,384,0.19178971688988095,5263.287222602353,0.008397722615289102,0.019841269841269844,0.0,0.0,0.0,0.2857142857142857
001222344566|1030431-1-1-1-1-1,652,0.28174553020282184,5587.646869283884,0.04942465321658472,0.011904761904761904,0.34285714285714286,0.0,0.0,0.2571428571428572
000012344455|030044-1-1-1-1-1-1,0,0.22788823853615514,5919.735136369008,0.029235433982208587,0.02314814814814815,0.16666666666666666,0.0,0.0,0.26666666666666666
001234444455|323243-1-1-1-1-1-1,1430,0.2156391988122795,5147.335916803189,0.012957152846860573,0.018518518518518517,0.0,0.0,0.0,0.3
001234567788|123420334-1-1-1,826,0.3624923845348324,5263.379306301095,0.0021065398637933022,0.0030864197530864196,0.0,0.0,0.0,0.19999999999999998
001223344455|103034-1-1-1-1-1-1,872,0.37555951416446204,5748.182939838645,0.021327238336909565,0.004629629629629629,0.16666666666666666,0.0,0.0,0.3
001112344445|034031-1-1-1-1-1-1,640,0.37293205467372126,5990.634612829557,0.029769245947900164,0.0,0.5,0.0,0.005401573677023229,0.26666666666666666
001234455556|1203032-1-1-1-1-1,968,0.3814315586419752,5564.197797350721,0.0,0.0,0.0,0.0,0.0,0.2285714285714286
001222334445|103034-1-1-1-1-1-1,528,0.3523764991181657,5396.306591612249,0.05766209541934884,0.0,0.3333333333333333,0.0,0.0,0.26666666666666666
001233344456|1013434-1-1-1-1-1,440,0.21647005198688268,5863.828849000472,0.0,0.015873015873015872,0.17142857142857143,0.0,0.0,0.2571428571428572
000000011111|44-1-1-1-1-1-1-1-1-1-1,0,0.13906160714285715,6122.62649507759,0.2193015332687095,0.1111111111111111,0.7,0.0,0.21117158311611328,0.4
001223344445|103030-1-1-1-1-1-1,468,0.38065196208112867,5809.8695358236955,0.021327238336909565,0.0,0.16666666666666666,0.0,0.0,0.26666666666666666
