Architecture,Science Score,Cost,Duty Cycle Violation,Instrument Orbit Assignment Violation,Interference Violation,Packing Efficiency Violation,Spacecraft Mass Violation,Instrument Synergy Violation
001234444455|303430-1-1-1-1-1-1,0.34955507881393294,5189.376820908934,0.012957152846860573,0.0,0.0,0.0,0.0,0.3
001234444455|303430-1-1-1-1-1-1,0.34955507881393294,5189.376820908934,0.012957152846860573,0.0,0.0,0.0,0.0,0.3
001234444455|303430-1-1-1-1-1-1,0.34955507881393294,5189.376820908934,0.012957152846860573,0.0,0.0,0.0,0.0,0.3
001234444455|303430-1-1-1-1-1-1,0.34955507881393294,5189.376820908934,0.012957152846860573,0.0,0.0,0.0,0.0,0.3
001234444455|303430-1-1-1-1-1-1,0.34955507881393294,5189.376820908934,0.012957152846860573,0.0,0.0,0.0,0.0,0.3
001234444455|303430-1-1-1-1-1-1,0.34955507881393294,5189.376820908934,0.012957152846860573,0.0,0.0,0.0,0.0,0.3
001234444455|303430-1-1-1-1-1-1,0.34955507881393294,5189.376820908934,0.012957152846860573,0.0,0.0,0.0,0.0,0.3
001234444455|303430-1-1-1-1-1-1,0.34955507881393294,5189.376820908934,0.012957152846860573,0.0,0.0,0.0,0.0,0.3
001234566667|30340234-1-1-1-1,0.3773516975308641,5264.671687473518,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234444455|303430-1-1-1-1-1-1,0.34955507881393294,5189.376820908934,0.012957152846860573,0.0,0.0,0.0,0.0,0.3
001234444455|303430-1-1-1-1-1-1,0.34955507881393294,5189.376820908934,0.012957152846860573,0.0,0.0,0.0,0.0,0.3
001234444455|303434-1-1-1-1-1-1,0.34234192157186943,5137.029178928176,0.012957152846860573,0.004629629629629629,0.0,0.0,0.0,0.3
001234566667|30340234-1-1-1-1,0.3773516975308641,5264.671687473518,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234566677|30340234-1-1-1-1,0.3659298845348324,5197.706986285564,0.002369857346767465,0.003472222222222222,0.0,0.0,0.0,0.225
001234566667|30340230-1-1-1-1,0.3720044753086419,5259.393582270615,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234444455|303430-1-1-1-1-1-1,0.34955507881393294,5189.376820908934,0.012957152846860573,0.0,0.0,0.0,0.0,0.3
001234444455|303430-1-1-1-1-1-1,0.34955507881393294,5189.376820908934,0.012957152846860573,0.0,0.0,0.0,0.0,0.3
001234444455|303434-1-1-1-1-1-1,0.34234192157186943,5137.029178928176,0.012957152846860573,0.004629629629629629,0.0,0.0,0.0,0.3
001234444455|303430-1-1-1-1-1-1,0.34955507881393294,5189.376820908934,0.012957152846860573,0.0,0.0,0.0,0.0,0.3
001234566677|33340230-1-1-1-1,0.36626804177689587,5245.80982103232,0.002369857346767465,0.0,0.0,0.0,0.0,0.225
001234566677|30340234-1-1-1-1,0.3659298845348324,5197.706986285564,0.002369857346767465,0.003472222222222222,0.0,0.0,0.0,0.225
001234566667|30340234-1-1-1-1,0.3773516975308641,5264.671687473518,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234455556|3034034-1-1-1-1-1,0.38698132716049377,5467.849568443964,0.0027084083963056743,0.0,0.0,0.0,0.0,0.2285714285714286
001234444455|303430-1-1-1-1-1-1,0.34955507881393294,5189.376820908934,0.012957152846860573,0.0,0.0,0.0,0.0,0.3
001234566667|30340234-1-1-1-1,0.3773516975308641,5264.671687473518,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234455556|3034034-1-1-1-1-1,0.38698132716049377,5467.849568443964,0.0027084083963056743,0.0,0.0,0.0,0.0,0.2285714285714286
001234444455|303430-1-1-1-1-1-1,0.34955507881393294,5189.376820908934,0.012957152846860573,0.0,0.0,0.0,0.0,0.3
001234455556|3204034-1-1-1-1-1,0.3892887014991181,5564.113765005005,0.0,0.0,0.0,0.0,0.0,0.2285714285714286
001234444455|303430-1-1-1-1-1-1,0.34955507881393294,5189.376820908934,0.012957152846860573,0.0,0.0,0.0,0.0,0.3
001234566677|30340234-1-1-1-1,0.3659298845348324,5197.706986285564,0.002369857346767465,0.003472222222222222,0.0,0.0,0.0,0.225
001234444455|303430-1-1-1-1-1-1,0.34955507881393294,5189.376820908934,0.012957152846860573,0.0,0.0,0.0,0.0,0.3
001234455556|3204034-1-1-1-1-1,0.3892887014991181,5564.113765005005,0.0,0.0,0.0,0.0,0.0,0.2285714285714286
001234566667|30340234-1-1-1-1,0.3773516975308641,5264.671687473518,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234444455|303434-1-1-1-1-1-1,0.34234192157186943,5137.029178928176,0.012957152846860573,0.004629629629629629,0.0,0.0,0.0,0.3
001234455556|3204034-1-1-1-1-1,0.3892887014991181,5564.113765005005,0.0,0.0,0.0,0.0,0.0,0.2285714285714286
001234444455|303430-1-1-1-1-1-1,0.34955507881393294,5189.376820908934,0.012957152846860573,0.0,0.0,0.0,0.0,0.3
001234455556|3034034-1-1-1-1-1,0.38698132716049377,5467.849568443964,0.0027084083963056743,0.0,0.0,0.0,0.0,0.2285714285714286
001234566677|30340234-1-1-1-1,0.3659298845348324,5197.706986285564,0.002369857346767465,0.003472222222222222,0.0,0.0,0.0,0.225
001234444455|303434-1-1-1-1-1-1,0.34234192157186943,5137.029178928176,0.012957152846860573,0.004629629629629629,0.0,0.0,0.0,0.3
001234444455|303430-1-1-1-1-1-1,0.34955507881393294,5189.376820908934,0.012957152846860573,0.0,0.0,0.0,0.0,0.3
001234566667|30340234-1-1-1-1,0.3773516975308641,5264.671687473518,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234455556|3204034-1-1-1-1-1,0.3892887014991181,5564.113765005005,0.0,0.0,0.0,0.0,0.0,0.2285714285714286
001234444455|303430-1-1-1-1-1-1,0.34955507881393294,5189.376820908934,0.012957152846860573,0.0,0.0,0.0,0.0,0.3
001234566677|30340234-1-1-1-1,0.3659298845348324,5197.706986285564,0.002369857346767465,0.003472222222222222,0.0,0.0,0.0,0.225
001234455556|3034034-1-1-1-1-1,0.38698132716049377,5467.849568443964,0.0027084083963056743,0.0,0.0,0.0,0.0,0.2285714285714286
001234444455|303430-1-1-1-1-1-1,0.34955507881393294,5189.376820908934,0.012957152846860573,0.0,0.0,0.0,0.0,0.3
001234444455|303434-1-1-1-1-1-1,0.34234192157186943,5137.029178928176,0.012957152846860573,0.004629629629629629,0.0,0.0,0.0,0.3
001234566677|30340234-1-1-1-1,0.3659298845348324,5197.706986285564,0.002369857346767465,0.003472222222222222,0.0,0.0,0.0,0.225
001234444455|303430-1-1-1-1-1-1,0.34955507881393294,5189.376820908934,0.012957152846860573,0.0,0.0,0.0,0.0,0.3
001234566667|30340234-1-1-1-1,0.3773516975308641,5264.671687473518,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234444455|303430-1-1-1-1-1-1,0.34955507881393294,5189.376820908934,0.012957152846860573,0.0,0.0,0.0,0.0,0.3
001234455556|3034034-1-1-1-1-1,0.38698132716049377,5467.849568443964,0.0027084083963056743,0.0,0.0,0.0,0.0,0.2285714285714286
001234444455|303434-1-1-1-1-1-1,0.34234192157186943,5137.029178928176,0.012957152846860573,0.004629629629629629,0.0,0.0,0.0,0.3
001234444455|303434-1-1-1-1-1-1,0.34234192157186943,5137.029178928176,0.012957152846860573,0.004629629629629629,0.0,0.0,0.0,0.3
001234566677|30340234-1-1-1-1,0.3659298845348324,5197.706986285564,0.002369857346767465,0.003472222222222222,0.0,0.0,0.0,0.225
001234444455|303430-1-1-1-1-1-1,0.34955507881393294,5189.376820908934,0.012957152846860573,0.0,0.0,0.0,0.0,0.3
001234455556|3034034-1-1-1-1-1,0.38698132716049377,5467.849568443964,0.0027084083963056743,0.0,0.0,0.0,0.0,0.2285714285714286
001234455556|3034034-1-1-1-1-1,0.38698132716049377,5467.849568443964,0.0027084083963056743,0.0,0.0,0.0,0.0,0.2285714285714286
001234455556|3034034-1-1-1-1-1,0.38698132716049377,5467.849568443964,0.0027084083963056743,0.0,0.0,0.0,0.0,0.2285714285714286
001234566667|30340234-1-1-1-1,0.3773516975308641,5264.671687473518,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234444455|303430-1-1-1-1-1-1,0.34955507881393294,5189.376820908934,0.012957152846860573,0.0,0.0,0.0,0.0,0.3
001234455556|3204034-1-1-1-1-1,0.3892887014991181,5564.113765005005,0.0,0.0,0.0,0.0,0.0,0.2285714285714286
001234566667|30340234-1-1-1-1,0.3773516975308641,5264.671687473518,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234444455|303430-1-1-1-1-1-1,0.34955507881393294,5189.376820908934,0.012957152846860573,0.0,0.0,0.0,0.0,0.3
001234455556|3034034-1-1-1-1-1,0.38698132716049377,5467.849568443964,0.0027084083963056743,0.0,0.0,0.0,0.0,0.2285714285714286
001234444455|303430-1-1-1-1-1-1,0.34955507881393294,5189.376820908934,0.012957152846860573,0.0,0.0,0.0,0.0,0.3
001234444455|303430-1-1-1-1-1-1,0.34955507881393294,5189.376820908934,0.012957152846860573,0.0,0.0,0.0,0.0,0.3
001234455556|3034034-1-1-1-1-1,0.38698132716049377,5467.849568443964,0.0027084083963056743,0.0,0.0,0.0,0.0,0.2285714285714286
001234455556|3034034-1-1-1-1-1,0.38698132716049377,5467.849568443964,0.0027084083963056743,0.0,0.0,0.0,0.0,0.2285714285714286
001234566667|30340230-1-1-1-1,0.3720044753086419,5259.393582270615,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234566677|30340234-1-1-1-1,0.3659298845348324,5197.706986285564,0.002369857346767465,0.003472222222222222,0.0,0.0,0.0,0.225
001234455556|3034034-1-1-1-1-1,0.38698132716049377,5467.849568443964,0.0027084083963056743,0.0,0.0,0.0,0.0,0.2285714285714286
001234444455|303434-1-1-1-1-1-1,0.34234192157186943,5137.029178928176,0.012957152846860573,0.004629629629629629,0.0,0.0,0.0,0.3
001234444455|303430-1-1-1-1-1-1,0.34955507881393294,5189.376820908934,0.012957152846860573,0.0,0.0,0.0,0.0,0.3
001234444455|303430-1-1-1-1-1-1,0.34955507881393294,5189.376820908934,0.012957152846860573,0.0,0.0,0.0,0.0,0.3
001234444455|303430-1-1-1-1-1-1,0.34955507881393294,5189.376820908934,0.012957152846860573,0.0,0.0,0.0,0.0,0.3
001234444455|303430-1-1-1-1-1-1,0.34955507881393294,5189.376820908934,0.012957152846860573,0.0,0.0,0.0,0.0,0.3
001234444455|303434-1-1-1-1-1-1,0.34234192157186943,5137.029178928176,0.012957152846860573,0.004629629629629629,0.0,0.0,0.0,0.3
001234455556|3034034-1-1-1-1-1,0.38698132716049377,5467.849568443964,0.0027084083963056743,0.0,0.0,0.0,0.0,0.2285714285714286
001234455556|3034034-1-1-1-1-1,0.38698132716049377,5467.849568443964,0.0027084083963056743,0.0,0.0,0.0,0.0,0.2285714285714286
