Architecture,Science Score,Cost,Duty Cycle Violation,Instrument Orbit Assignment Violation,Interference Violation,Packing Efficiency Violation,Spacecraft Mass Violation,Instrument Synergy Violation
001234455556|3404034-1-1-1-1-1,0.3892887014991181,5535.07905102849,0.0,0.0,0.0,0.0,0.0,0.2285714285714286
001234556667|32342034-1-1-1-1,0.3638794753086419,5214.348945916615,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234566667|32342034-1-1-1-1,0.37391419753086413,5256.1639079700535,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234566667|32342034-1-1-1-1,0.37391419753086413,5256.1639079700535,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234566677|32342034-1-1-1-1,0.3624923845348324,5189.1992067821,0.002369857346767465,0.003472222222222222,0.0,0.0,0.0,0.225
001234566667|32342032-1-1-1-1,0.3704766975308641,5248.909644272488,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234566667|32342034-1-1-1-1,0.37391419753086413,5256.1639079700535,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234566667|32342032-1-1-1-1,0.3704766975308641,5248.909644272488,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234455556|3404034-1-1-1-1-1,0.3892887014991181,5535.07905102849,0.0,0.0,0.0,0.0,0.0,0.2285714285714286
001234556677|32342034-1-1-1-1,0.3524576623126102,5148.218398630662,0.002369857346767465,0.003472222222222222,0.0,0.0,0.0,0.225
001234556667|32342034-1-1-1-1,0.3638794753086419,5214.348945916615,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234566677|32342034-1-1-1-1,0.3624923845348324,5189.1992067821,0.002369857346767465,0.003472222222222222,0.0,0.0,0.0,0.225
001234566677|32342034-1-1-1-1,0.3624923845348324,5189.1992067821,0.002369857346767465,0.003472222222222222,0.0,0.0,0.0,0.225
001234566667|32342034-1-1-1-1,0.37391419753086413,5256.1639079700535,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234566667|32342034-1-1-1-1,0.37391419753086413,5256.1639079700535,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234566667|32342034-1-1-1-1,0.37391419753086413,5256.1639079700535,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234566677|32342034-1-1-1-1,0.3624923845348324,5189.1992067821,0.002369857346767465,0.003472222222222222,0.0,0.0,0.0,0.225
001234556677|32342034-1-1-1-1,0.3524576623126102,5148.218398630662,0.002369857346767465,0.003472222222222222,0.0,0.0,0.0,0.225
001234566667|32342032-1-1-1-1,0.3704766975308641,5248.909644272488,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234566667|32342034-1-1-1-1,0.37391419753086413,5256.1639079700535,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234566677|32342034-1-1-1-1,0.3624923845348324,5189.1992067821,0.002369857346767465,0.003472222222222222,0.0,0.0,0.0,0.225
001234566667|32342032-1-1-1-1,0.3704766975308641,5248.909644272488,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234556677|32342034-1-1-1-1,0.3524576623126102,5148.218398630662,0.002369857346767465,0.003472222222222222,0.0,0.0,0.0,0.225
001234556677|32342034-1-1-1-1,0.3524576623126102,5148.218398630662,0.002369857346767465,0.003472222222222222,0.0,0.0,0.0,0.225
001234556677|32342034-1-1-1-1,0.3524576623126102,5148.218398630662,0.002369857346767465,0.003472222222222222,0.0,0.0,0.0,0.225
001234566677|32342034-1-1-1-1,0.3624923845348324,5189.1992067821,0.002369857346767465,0.003472222222222222,0.0,0.0,0.0,0.225
001234556677|32342034-1-1-1-1,0.3524576623126102,5148.218398630662,0.002369857346767465,0.003472222222222222,0.0,0.0,0.0,0.225
001234556667|32342034-1-1-1-1,0.3638794753086419,5214.348945916615,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234566667|32342034-1-1-1-1,0.37391419753086413,5256.1639079700535,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234566667|32342032-1-1-1-1,0.3704766975308641,5248.909644272488,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234556667|32342034-1-1-1-1,0.3638794753086419,5214.348945916615,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234566667|32342034-1-1-1-1,0.37391419753086413,5256.1639079700535,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234566667|32342034-1-1-1-1,0.37391419753086413,5256.1639079700535,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234566667|32342034-1-1-1-1,0.37391419753086413,5256.1639079700535,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234556677|32342034-1-1-1-1,0.3524576623126102,5148.218398630662,0.002369857346767465,0.003472222222222222,0.0,0.0,0.0,0.225
001234566667|32342034-1-1-1-1,0.37391419753086413,5256.1639079700535,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234566667|32342034-1-1-1-1,0.37391419753086413,5256.1639079700535,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234566667|32342034-1-1-1-1,0.37391419753086413,5256.1639079700535,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234556667|32342034-1-1-1-1,0.3638794753086419,5214.348945916615,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234556677|32342034-1-1-1-1,0.3524576623126102,5148.218398630662,0.002369857346767465,0.003472222222222222,0.0,0.0,0.0,0.225
001234556667|32342034-1-1-1-1,0.3638794753086419,5214.348945916615,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234566667|32342034-1-1-1-1,0.37391419753086413,5256.1639079700535,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234556677|32342034-1-1-1-1,0.3524576623126102,5148.218398630662,0.002369857346767465,0.003472222222222222,0.0,0.0,0.0,0.225
001234556667|32342034-1-1-1-1,0.3638794753086419,5214.348945916615,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234566667|32342034-1-1-1-1,0.37391419753086413,5256.1639079700535,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234556677|32342034-1-1-1-1,0.3524576623126102,5148.218398630662,0.002369857346767465,0.003472222222222222,0.0,0.0,0.0,0.225
001234556677|32342034-1-1-1-1,0.3524576623126102,5148.218398630662,0.002369857346767465,0.003472222222222222,0.0,0.0,0.0,0.225
001234566677|32342034-1-1-1-1,0.3624923845348324,5189.1992067821,0.002369857346767465,0.003472222222222222,0.0,0.0,0.0,0.225
001234566677|32342034-1-1-1-1,0.3624923845348324,5189.1992067821,0.002369857346767465,0.003472222222222222,0.0,0.0,0.0,0.225
001234566667|32342034-1-1-1-1,0.37391419753086413,5256.1639079700535,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234566667|32342034-1-1-1-1,0.37391419753086413,5256.1639079700535,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234566667|32342034-1-1-1-1,0.37391419753086413,5256.1639079700535,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234566667|32342032-1-1-1-1,0.3704766975308641,5248.909644272488,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234566677|32342034-1-1-1-1,0.3624923845348324,5189.1992067821,0.002369857346767465,0.003472222222222222,0.0,0.0,0.0,0.225
001234556677|32342034-1-1-1-1,0.3524576623126102,5148.218398630662,0.002369857346767465,0.003472222222222222,0.0,0.0,0.0,0.225
001234566667|32342032-1-1-1-1,0.3704766975308641,5248.909644272488,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234556677|32342034-1-1-1-1,0.3524576623126102,5148.218398630662,0.002369857346767465,0.003472222222222222,0.0,0.0,0.0,0.225
001234566667|32342034-1-1-1-1,0.37391419753086413,5256.1639079700535,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234566667|32342034-1-1-1-1,0.37391419753086413,5256.1639079700535,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234566667|32342034-1-1-1-1,0.37391419753086413,5256.1639079700535,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234566667|32342032-1-1-1-1,0.3704766975308641,5248.909644272488,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234455556|3404034-1-1-1-1-1,0.3892887014991181,5535.07905102849,0.0,0.0,0.0,0.0,0.0,0.2285714285714286
001234556667|32342034-1-1-1-1,0.3638794753086419,5214.348945916615,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234556677|32342034-1-1-1-1,0.3524576623126102,5148.218398630662,0.002369857346767465,0.003472222222222222,0.0,0.0,0.0,0.225
001234566667|32342032-1-1-1-1,0.3704766975308641,5248.909644272488,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234566667|32342034-1-1-1-1,0.37391419753086413,5256.1639079700535,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234566667|32342032-1-1-1-1,0.3704766975308641,5248.909644272488,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234566667|32342034-1-1-1-1,0.37391419753086413,5256.1639079700535,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234566667|32342032-1-1-1-1,0.3704766975308641,5248.909644272488,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234455556|3404034-1-1-1-1-1,0.3892887014991181,5535.07905102849,0.0,0.0,0.0,0.0,0.0,0.2285714285714286
001234566667|32342032-1-1-1-1,0.3704766975308641,5248.909644272488,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234556667|32342034-1-1-1-1,0.3638794753086419,5214.348945916615,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234566667|32342034-1-1-1-1,0.37391419753086413,5256.1639079700535,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234566667|32342034-1-1-1-1,0.37391419753086413,5256.1639079700535,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234455556|3404034-1-1-1-1-1,0.3892887014991181,5535.07905102849,0.0,0.0,0.0,0.0,0.0,0.2285714285714286
001234556667|32342034-1-1-1-1,0.3638794753086419,5214.348945916615,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234566667|32342034-1-1-1-1,0.37391419753086413,5256.1639079700535,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234556677|32342034-1-1-1-1,0.3524576623126102,5148.218398630662,0.002369857346767465,0.003472222222222222,0.0,0.0,0.0,0.225
001234566667|32342034-1-1-1-1,0.37391419753086413,5256.1639079700535,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234566667|32342032-1-1-1-1,0.3704766975308641,5248.909644272488,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234566667|32342034-1-1-1-1,0.37391419753086413,5256.1639079700535,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234566667|32342032-1-1-1-1,0.3704766975308641,5248.909644272488,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234556677|32342034-1-1-1-1,0.3524576623126102,5148.218398630662,0.002369857346767465,0.003472222222222222,0.0,0.0,0.0,0.225
001234556667|32342034-1-1-1-1,0.3638794753086419,5214.348945916615,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234566667|32342034-1-1-1-1,0.37391419753086413,5256.1639079700535,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234566667|32342032-1-1-1-1,0.3704766975308641,5248.909644272488,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234556677|32342034-1-1-1-1,0.3524576623126102,5148.218398630662,0.002369857346767465,0.003472222222222222,0.0,0.0,0.0,0.225
001234566667|32342034-1-1-1-1,0.37391419753086413,5256.1639079700535,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234566667|32342034-1-1-1-1,0.37391419753086413,5256.1639079700535,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234566667|32342034-1-1-1-1,0.37391419753086413,5256.1639079700535,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234566667|32342034-1-1-1-1,0.37391419753086413,5256.1639079700535,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234556677|32342034-1-1-1-1,0.3524576623126102,5148.218398630662,0.002369857346767465,0.003472222222222222,0.0,0.0,0.0,0.225
001234566677|32342034-1-1-1-1,0.3624923845348324,5189.1992067821,0.002369857346767465,0.003472222222222222,0.0,0.0,0.0,0.225
001234556677|32342034-1-1-1-1,0.3524576623126102,5148.218398630662,0.002369857346767465,0.003472222222222222,0.0,0.0,0.0,0.225
001234556677|32342034-1-1-1-1,0.3524576623126102,5148.218398630662,0.002369857346767465,0.003472222222222222,0.0,0.0,0.0,0.225
001234566667|32342034-1-1-1-1,0.37391419753086413,5256.1639079700535,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234566677|32342034-1-1-1-1,0.3624923845348324,5189.1992067821,0.002369857346767465,0.003472222222222222,0.0,0.0,0.0,0.225
001234566667|32342034-1-1-1-1,0.37391419753086413,5256.1639079700535,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234566667|32342034-1-1-1-1,0.37391419753086413,5256.1639079700535,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234566667|32342034-1-1-1-1,0.37391419753086413,5256.1639079700535,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234556667|32342034-1-1-1-1,0.3638794753086419,5214.348945916615,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234455556|3404034-1-1-1-1-1,0.3892887014991181,5535.07905102849,0.0,0.0,0.0,0.0,0.0,0.2285714285714286
001234566667|32342034-1-1-1-1,0.37391419753086413,5256.1639079700535,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234566667|32340134-1-1-1-1,0.3773516975308641,5298.140562294293,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234566667|32342034-1-1-1-1,0.37391419753086413,5256.1639079700535,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234566667|32342034-1-1-1-1,0.37391419753086413,5256.1639079700535,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234455556|3404034-1-1-1-1-1,0.3892887014991181,5535.07905102849,0.0,0.0,0.0,0.0,0.0,0.2285714285714286
001234566667|32342034-1-1-1-1,0.37391419753086413,5256.1639079700535,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234566667|32342032-1-1-1-1,0.3704766975308641,5248.909644272488,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
