Architecture,Science Score,Cost,Duty Cycle Violation,Instrument Orbit Assignment Violation,Interference Violation,Packing Efficiency Violation,Spacecraft Mass Violation,Instrument Synergy Violation
001234566667|31040434-1-1-1-1,0.3788720348324514,5341.163551323603,0.0,0.0,0.0,0.0,0.0,0.2
001234566667|34040434-1-1-1-1,0.3780849977954144,5301.779372913267,0.0,0.0,0.0,0.0,0.0,0.2
001234566667|34040434-1-1-1-1,0.3780849977954144,5301.779372913267,0.0,0.0,0.0,0.0,0.0,0.2
001234566667|34040434-1-1-1-1,0.3780849977954144,5301.779372913267,0.0,0.0,0.0,0.0,0.0,0.2
001234566667|34040434-1-1-1-1,0.3780849977954144,5301.779372913267,0.0,0.0,0.0,0.0,0.0,0.2
001234566667|34040434-1-1-1-1,0.3780849977954144,5301.779372913267,0.0,0.0,0.0,0.0,0.0,0.2
001234455556|3404034-1-1-1-1-1,0.3892887014991181,5535.07905102849,0.0,0.0,0.0,0.0,0.0,0.2285714285714286
001234455556|3434034-1-1-1-1-1,0.3877683641975308,5468.465390033628,0.0027084083963056743,0.0,0.0,0.0,0.0,0.2285714285714286
001234455556|3404034-1-1-1-1-1,0.3892887014991181,5535.07905102849,0.0,0.0,0.0,0.0,0.0,0.2285714285714286
001234566667|34040434-1-1-1-1,0.3780849977954144,5301.779372913267,0.0,0.0,0.0,0.0,0.0,0.2
001234455556|3434034-1-1-1-1-1,0.3877683641975308,5468.465390033628,0.0027084083963056743,0.0,0.0,0.0,0.0,0.2285714285714286
001234566667|34040434-1-1-1-1,0.3780849977954144,5301.779372913267,0.0,0.0,0.0,0.0,0.0,0.2
001234566667|31040434-1-1-1-1,0.3788720348324514,5341.163551323603,0.0,0.0,0.0,0.0,0.0,0.2
001234455556|3404034-1-1-1-1-1,0.3892887014991181,5535.07905102849,0.0,0.0,0.0,0.0,0.0,0.2285714285714286
001234455556|3434034-1-1-1-1-1,0.3877683641975308,5468.465390033628,0.0027084083963056743,0.0,0.0,0.0,0.0,0.2285714285714286
001234566667|34340434-1-1-1-1,0.3765646604938271,5240.165711918406,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234566667|34040434-1-1-1-1,0.3780849977954144,5301.779372913267,0.0,0.0,0.0,0.0,0.0,0.2
001234455556|3434034-1-1-1-1-1,0.3877683641975308,5468.465390033628,0.0027084083963056743,0.0,0.0,0.0,0.0,0.2285714285714286
001234455556|3404034-1-1-1-1-1,0.3892887014991181,5535.07905102849,0.0,0.0,0.0,0.0,0.0,0.2285714285714286
001234566667|34040434-1-1-1-1,0.3780849977954144,5301.779372913267,0.0,0.0,0.0,0.0,0.0,0.2
001234455556|3404034-1-1-1-1-1,0.3892887014991181,5535.07905102849,0.0,0.0,0.0,0.0,0.0,0.2285714285714286
001234566667|34340434-1-1-1-1,0.3765646604938271,5240.165711918406,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234455556|3434034-1-1-1-1-1,0.3877683641975308,5468.465390033628,0.0027084083963056743,0.0,0.0,0.0,0.0,0.2285714285714286
001234455556|3404034-1-1-1-1-1,0.3892887014991181,5535.07905102849,0.0,0.0,0.0,0.0,0.0,0.2285714285714286
001234566667|34340434-1-1-1-1,0.3765646604938271,5240.165711918406,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234455556|3434034-1-1-1-1-1,0.3877683641975308,5468.465390033628,0.0027084083963056743,0.0,0.0,0.0,0.0,0.2285714285714286
001234566667|34040434-1-1-1-1,0.3780849977954144,5301.779372913267,0.0,0.0,0.0,0.0,0.0,0.2
001234566667|34340434-1-1-1-1,0.3765646604938271,5240.165711918406,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
001234566667|34340434-1-1-1-1,0.3765646604938271,5240.165711918406,0.002369857346767465,0.0,0.0,0.0,0.0,0.2
