Architecture,Science Score,Cost,Duty Cycle Violation,Instrument Orbit Assignment Violation,Interference Violation,Packing Efficiency Violation,Spacecraft Mass Violation,Instrument Synergy Violation
0 1 1 1 2 2 2 3 3 3 4 4 | 3 1 2 0 3 -1 -1 -1 -1 -1 -1 -1,0.28076309661596116,6517.416726480969,0.02447689510525162,0.005555555555555555,0.32,0.0,0.011941623897047931,0.4
0 0 0 1 1 1 1 2 2 2 3 4 | 0 1 1 0 0 -1 -1 -1 -1 -1 -1 -1,0.26649012759038804,6766.43609001779,0.0640970482433193,0.005555555555555555,0.32,0.0,0.047963851606632024,0.32
0 0 1 1 1 2 2 3 3 3 3 4 | 3 2 1 4 0 -1 -1 -1 -1 -1 -1 -1,0.17204551366843032,6354.709022607725,0.028610092237781014,0.03333333333333334,0.48,0.0,0.029195853081651874,0.32
0 0 0 0 0 1 1 1 1 1 1 1 | 3 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,0.2762548225308642,6516.654488536437,0.1966167876835031,0.013888888888888888,0.5,0.0,0.2646894382594563,0.7
0 0 0 1 1 1 1 2 2 2 2 3 | 1 0 0 4 -1 -1 -1 -1 -1 -1 -1 -1,0.2910639247134038,6808.4694097556385,0.08012131030414912,0.006944444444444444,0.3,0.0,0.05995481450829003,0.35
0 0 1 1 1 2 2 3 3 4 4 4 | 0 4 1 0 2 -1 -1 -1 -1 -1 -1 -1,0.19651856261022926,6651.7093736215475,0.0357230951374802,0.02222222222222222,0.48,0.0,0.0063589424677088,0.31999999999999995
0 1 2 2 2 3 4 5 6 7 7 8 | 1 3 1 0 4 3 2 1 4 -1 -1 -1,0.28299084545855374,6656.319253467052,0.01589449568765612,0.006172839506172839,0.5333333333333333,0.0,0.01795135036577542,0.20000000000000004
0 1 1 2 3 4 4 5 5 6 7 7 | 2 2 4 2 1 2 2 2 -1 -1 -1 -1,0.1187011574074074,5725.6419144411275,0.002369857346767465,0.027777777777777783,0.0,0.0,0.0,0.25
0 0 0 0 0 0 0 0 0 0 1 1 | 4 2 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,0.13906160714285715,5798.364011007603,0.29634301762444193,0.1111111111111111,0.9,0.0,0.2530811304232006,0.2
0 0 1 1 1 2 2 3 4 4 5 6 | 2 2 3 1 3 4 0 -1 -1 -1 -1 -1,0.2628393311838624,6401.840774577406,0.02043578016984358,0.015873015873015872,0.5142857142857143,0.05471537523688393,0.02085418077260848,0.2571428571428572
0 0 0 1 1 1 1 2 3 4 4 5 | 0 3 3 3 3 3 -1 -1 -1 -1 -1 -1,0.3527815917107583,6556.968411395573,0.058114396544856374,0.0,0.3333333333333333,0.0,0.018260731390416705,0.2333333333333333
0 0 1 2 2 3 3 3 4 4 5 6 | 0 3 0 1 2 1 1 -1 -1 -1 -1 -1,0.1984786320546737,6060.3862463407695,0.012886462804126784,0.011904761904761904,0.17142857142857143,0.0,0.0,0.2571428571428572
0 0 0 0 1 1 2 2 2 2 3 3 | 3 2 2 0 -1 -1 -1 -1 -1 -1 -1 -1,0.20340168926366842,6386.022199760456,0.05240863218008854,0.027777777777777776,0.3,0.0,0.0,0.39999999999999997
0 0 1 1 2 2 3 3 4 5 5 6 | 1 1 3 0 1 3 1 -1 -1 -1 -1 -1,0.3168615065586419,6252.265942629763,0.0061258605103112285,0.003968253968253968,0.34285714285714286,0.0,0.0,0.2285714285714286
0 0 1 1 2 2 3 3 3 4 4 5 | 2 4 2 4 1 2 -1 -1 -1 -1 -1 -1,0.2031143022486772,6473.707251469444,0.013767209627763807,0.027777777777777776,0.3333333333333333,0.0,0.0,0.26666666666666666
0 0 0 0 0 1 1 1 1 1 1 1 | 3 4 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,0.20783767636684303,6120.281265912204,0.21505840669544907,0.06944444444444445,0.5,0.0,0.21658102147048697,0.7
0 0 0 1 2 3 3 4 5 6 6 7 | 3 2 4 1 4 4 4 2 -1 -1 -1 -1,0.18148499779541447,6492.095022382474,0.0,0.020833333333333336,0.0,0.0,0.0,0.17500000000000002
0 0 1 1 1 1 2 3 3 3 4 4 | 1 0 4 0 1 -1 -1 -1 -1 -1 -1 -1,0.28929407724316575,6102.835521892765,0.0695634752156111,0.005555555555555555,0.8,0.0,0.07103120211505914,0.36
0 0 0 0 1 1 2 2 2 3 3 3 | 2 1 1 1 -1 -1 -1 -1 -1 -1 -1 -1,0.20177881944444442,6985.705071383283,0.04385315097331288,0.027777777777777776,0.3,0.0,0.0,0.35
0 1 1 2 2 3 4 5 6 7 7 8 | 4 4 1 3 4 3 2 1 3 -1 -1 -1,0.24902700066137562,6067.119467092658,0.01002280440320972,0.012345679012345678,0.17777777777777778,0.0,0.0,0.19999999999999998
0 0 1 1 2 2 2 3 4 4 5 6 | 3 3 0 3 3 4 2 -1 -1 -1 -1 -1,0.35850428929673717,6305.274257429465,0.01180046539522612,0.003968253968253968,0.34285714285714286,0.0,0.011155340504415714,0.2571428571428572
0 1 1 2 3 3 4 5 5 6 7 7 | 3 4 4 0 3 2 4 3 -1 -1 -1 -1,0.1700546860256834,5806.335221168075,0.002369857346767465,0.020833333333333336,0.175,0.0,0.0,0.25
0 0 1 1 2 2 3 4 4 5 5 6 | 0 2 4 4 4 0 1 -1 -1 -1 -1 -1,0.25430770778218686,6326.34004081573,0.0061258605103112285,0.015873015873015872,0.34285714285714286,0.0,0.0,0.2285714285714286
0 1 2 2 2 3 3 3 4 4 5 5 | 3 0 2 0 0 0 -1 -1 -1 -1 -1 -1,0.259755503196649,6486.2493765891095,0.023841743531484178,0.009259259259259259,0.5,0.0,0.024329877568043227,0.3333333333333333
0 1 1 1 2 3 3 4 4 5 6 6 | 3 0 1 4 1 1 2 -1 -1 -1 -1 -1,0.2646016754850088,6340.793563545358,0.017483496503751157,0.007936507936507936,0.17142857142857143,0.0,0.0,0.2857142857142857
