Architecture,Science Score,Cost,Duty Cycle Violation,Instrument Orbit Assignment Violation,Interference Violation,Packing Efficiency Violation,Spacecraft Mass Violation,Instrument Synergy Violation
0 0 0 0 0 1 2 2 3 3 4 5 | 4 4 2 0 4 0 -1 -1 -1 -1 -1 -1,0.22847040343915342,6104.03956550857,0.046991016623865754,0.02777777777777778,0.8333333333333334,0.0,0.032031617766614,0.26666666666666666
0 0 0 0 0 0 0 1 1 1 1 1 | 1 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,0.24742959104938272,6862.5360691222795,0.2071476093226033,0.013888888888888888,0.7,0.0,0.25121862364739833,0.4
0 1 1 2 2 2 2 2 2 3 3 3 | 0 2 0 0 -1 -1 -1 -1 -1 -1 -1 -1,0.27037058256172836,6176.2973551168525,0.10470147916137251,0.013888888888888888,0.45,0.0,0.08968775206291851,0.44999999999999996
0 1 1 2 2 2 3 3 4 5 5 6 | 2 3 0 2 4 0 0 -1 -1 -1 -1 -1,0.2463897073412698,5865.950042471192,0.045379132817380805,0.015873015873015872,0.34285714285714286,0.0,0.011425439617412833,0.2571428571428571
0 1 1 2 3 3 4 5 5 6 7 8 | 2 1 0 2 1 3 4 3 2 -1 -1 -1,0.2576567791005291,5942.096692866432,0.0,0.006172839506172839,0.17777777777777778,0.019328208002976865,0.0,0.2222222222222222
0 1 1 2 2 3 4 4 4 5 5 6 | 0 3 3 1 0 4 1 -1 -1 -1 -1 -1,0.211991192680776,6023.932431133446,0.01828049000306534,0.011904761904761904,0.17142857142857143,0.0,0.0,0.2571428571428572
0 0 0 0 0 1 1 1 1 2 2 3 | 1 2 3 0 -1 -1 -1 -1 -1 -1 -1 -1,0.2700701181244488,6693.910969871073,0.0627137958979869,0.020833333333333332,0.75,0.0,0.074332548084749,0.35
0 0 0 0 1 2 3 3 3 4 5 6 | 2 0 3 0 0 3 1 -1 -1 -1 -1 -1,0.25166366980820104,6415.652312511906,0.025058943413321648,0.015873015873015872,0.17142857142857143,0.0,0.0,0.2285714285714286
0 0 0 0 0 1 1 1 1 1 1 2 | 4 3 0 -1 -1 -1 -1 -1 -1 -1 -1 -1,0.30023336640211634,6022.175031569877,0.12707898511143412,0.027777777777777776,0.6666666666666666,0.0,0.09164567883793233,0.4666666666666666
0 0 0 1 2 3 3 4 5 5 6 7 | 0 2 3 4 3 2 2 1 -1 -1 -1 -1,0.21705212742504404,6446.501183213371,0.0,0.017361111111111112,0.0,0.0,0.0,0.2
0 0 1 2 2 3 3 3 4 4 5 6 | 1 3 4 2 0 0 3 -1 -1 -1 -1 -1,0.26236210593033504,5945.434466098703,0.01828049000306534,0.011904761904761904,0.17142857142857143,0.0,0.0,0.2571428571428572
0 0 0 0 0 0 1 1 2 2 3 4 | 3 3 2 4 2 -1 -1 -1 -1 -1 -1 -1,0.23513443562610226,5883.243206161123,0.08731760043349775,0.02222222222222222,1.1199999999999999,0.0,0.07108429566759775,0.31999999999999995
0 0 0 0 0 1 2 2 3 3 3 4 | 3 2 1 1 0 -1 -1 -1 -1 -1 -1 -1,0.2939913966049383,6178.686766497611,0.0563892199486389,0.005555555555555555,0.8,0.0,0.03853745638605628,0.27999999999999997
0 0 0 0 1 1 1 1 1 1 2 2 | 1 2 2 -1 -1 -1 -1 -1 -1 -1 -1 -1,0.1807685295414462,6430.800104555628,0.09953196473798849,0.0462962962962963,0.4000000000000001,0.0,0.09227093282537537,0.5333333333333333
0 0 1 1 1 2 3 3 4 5 5 6 | 2 1 4 0 1 0 2 -1 -1 -1 -1 -1,0.2578913731812169,6495.07006801695,0.02043578016984358,0.011904761904761904,0.5142857142857143,0.0,0.02308030761313983,0.2285714285714286
0 0 1 1 2 2 3 4 5 6 6 7 | 4 2 1 1 0 2 2 3 -1 -1 -1 -1,0.1323155753968254,6486.83581344563,0.005360127946522325,0.024305555555555552,0.35,0.047875953332273444,0.0,0.2
0 0 1 1 2 2 3 3 3 4 5 5 | 0 4 3 3 4 4 -1 -1 -1 -1 -1 -1,0.26178884617504405,6207.34200856232,0.013767209627763807,0.013888888888888888,0.3333333333333333,0.0,0.0,0.3
0 1 2 2 3 3 4 5 6 7 7 8 | 0 3 1 1 2 4 0 2 0 -1 -1 -1,0.17943910934744267,6616.1324653370375,0.004764558174686511,0.012345679012345678,0.35555555555555557,0.04688279145266441,0.0,0.20000000000000004
0 0 0 0 1 1 1 1 1 1 2 2 | 1 3 4 -1 -1 -1 -1 -1 -1 -1 -1 -1,0.33220551284171074,6140.551653856073,0.11166181119916636,0.009259259259259259,0.4000000000000001,0.0,0.060589945368968695,0.5333333333333333
0 0 0 0 0 0 0 0 0 0 0 1 | 0 4 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,0.28860360725308637,6731.053448454525,0.2915811122422173,0.013888888888888888,0.9,0.0,0.30978081540356067,0.1
0 1 1 1 1 2 2 3 3 4 4 4 | 1 2 2 3 2 -1 -1 -1 -1 -1 -1 -1,0.2114294987323633,6904.794695008195,0.041468483187995876,0.02222222222222222,0.64,0.0,0.04431217739611585,0.36
0 0 1 2 3 4 5 5 6 7 8 8 | 3 3 2 1 0 1 4 1 0 -1 -1 -1,0.26478035989858906,5497.965277151415,0.0,0.009259259259259259,0.0,0.0,0.0,0.19999999999999998
0 1 1 2 2 3 4 5 5 6 6 7 | 0 3 0 2 2 3 2 1 -1 -1 -1 -1,0.25884133735670195,5990.87135345991,0.011275654953610936,0.006944444444444444,0.175,0.0,0.0,0.225
0 1 1 2 2 2 2 3 4 4 5 6 | 2 3 0 1 2 0 0 -1 -1 -1 -1 -1,0.20794341104497352,6033.122051429665,0.045783605888085215,0.015873015873015872,0.34285714285714286,0.05471537523688393,0.03425989400473716,0.2857142857142857
0 0 0 0 0 0 0 0 1 1 1 1 | 2 2 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,0.12066874999999999,6778.354146173691,0.2079518905967111,0.1111111111111111,0.7,0.0,0.2515165066178062,0.2
0 0 0 1 1 1 1 2 2 2 2 2 | 3 2 3 -1 -1 -1 -1 -1 -1 -1 -1 -1,0.32865695546737206,6617.2220212615175,0.1068284137388655,0.009259259259259259,0.26666666666666666,0.0,0.07482476983473976,0.46666666666666673
0 0 1 1 1 2 2 2 3 4 5 6 | 2 4 1 1 0 2 4 -1 -1 -1 -1 -1,0.22868865740740738,6470.547085876895,0.02551649652677157,0.019841269841269844,0.5142857142857143,0.017112080464379804,0.004542101762649143,0.2571428571428572
0 0 0 0 1 1 1 2 3 3 4 5 | 0 3 1 3 0 1 -1 -1 -1 -1 -1 -1,0.3355545827821869,6520.289707021943,0.029235433982208587,0.0,0.3333333333333333,0.0,0.0,0.26666666666666666
0 1 1 1 1 1 2 2 3 4 5 5 | 3 4 3 1 0 2 -1 -1 -1 -1 -1 -1,0.2701277006172839,6061.345073311921,0.0685380203825096,0.018518518518518517,1.0,0.019964093875109768,0.05150476372892846,0.3333333333333333
0 0 1 1 1 1 2 2 2 2 3 4 | 3 2 3 1 0 -1 -1 -1 -1 -1 -1 -1,0.32219733245149906,6231.275387566183,0.0695634752156111,0.005555555555555555,0.8,0.0,0.06865993643284776,0.36
0 0 0 0 1 1 2 2 3 3 4 5 | 1 1 4 4 4 3 -1 -1 -1 -1 -1 -1,0.17526257716049382,6317.632565300825,0.029235433982208587,0.02314814814814815,0.3333333333333333,0.0,0.0,0.26666666666666666
0 0 1 2 2 2 2 3 4 4 5 5 | 0 2 0 2 2 1 -1 -1 -1 -1 -1 -1,0.21687810295414459,5957.2402786747525,0.05341420686943275,0.018518518518518517,0.3333333333333333,0.0,0.03996987633886002,0.3
0 1 2 3 3 3 3 3 4 5 6 7 | 3 0 0 2 2 4 4 3 -1 -1 -1 -1,0.16417459215167549,6215.045743611144,0.04033117380837148,0.020833333333333332,0.35,0.0,0.030988948244681264,0.25000000000000006
