Architecture,Science Score,Cost,Duty Cycle Violation,Instrument Orbit Assignment Violation,Interference Violation,Packing Efficiency Violation,Spacecraft Mass Violation,Instrument Synergy Violation
0 0 1 1 1 1 1 1 1 2 2 2 | 1 0 2 -1 -1 -1 -1 -1 -1 -1 -1 -1,0.23230507054673716,6683.863203050936,0.14694454096038034,0.027777777777777776,0.9333333333333332,0.0,0.16858751340735445,0.39999999999999997
0 0 0 1 1 2 2 2 3 4 4 4 | 1 2 0 4 2 -1 -1 -1 -1 -1 -1 -1,0.20719266975308637,7133.370212404776,0.018041047925777497,0.02777777777777778,0.16,0.0,0.0,0.27999999999999997
0 0 0 0 1 1 1 2 2 2 2 2 | 2 3 3 -1 -1 -1 -1 -1 -1 -1 -1 -1,0.2972454695767195,6525.912994773622,0.058470867964417174,0.027777777777777776,0.26666666666666666,0.0,0.0,0.46666666666666673
0 0 0 0 0 1 1 1 2 3 3 4 | 1 4 0 4 1 -1 -1 -1 -1 -1 -1 -1,0.1902961419753086,6793.268491654159,0.05017103671838952,0.02222222222222222,0.8,0.0,0.0594660384677992,0.27999999999999997
0 0 0 0 1 2 2 3 4 5 5 6 | 3 4 3 4 1 2 0 -1 -1 -1 -1 -1,0.21809293430335097,6308.219882709354,0.02994778981719345,0.015873015873015872,0.17142857142857143,0.0,0.0,0.19999999999999998
0 0 1 1 1 2 2 3 3 4 4 5 | 0 2 2 4 1 2 -1 -1 -1 -1 -1 -1,0.2387833939594356,6650.902819153493,0.023841743531484178,0.018518518518518517,0.5,0.0,0.024329877568043227,0.26666666666666666
0 0 1 1 2 2 3 3 3 3 4 4 | 0 1 4 3 2 -1 -1 -1 -1 -1 -1 -1,0.341939309138007,6236.551108940968,0.00857620471443572,0.005555555555555555,0.32,0.0,0.0,0.36
0 0 1 1 1 2 3 3 4 5 5 6 | 0 0 2 0 2 0 4 -1 -1 -1 -1 -1,0.2803642554012345,6446.114631685141,0.02043578016984358,0.007936507936507936,0.5142857142857143,0.0,0.02308030761313983,0.2285714285714286
0 0 0 1 1 2 2 2 2 3 3 3 | 2 0 2 2 -1 -1 -1 -1 -1 -1 -1 -1,0.14004652777777776,6952.275527245628,0.022551309907221873,0.048611111111111105,0.15,0.0,0.0,0.35
0 0 0 0 1 1 1 2 2 3 3 3 | 2 2 2 1 -1 -1 -1 -1 -1 -1 -1 -1,0.20210239748677244,7003.678493571031,0.04385315097331288,0.041666666666666664,0.3,0.0,0.014927029871309914,0.35
0 0 0 0 1 1 1 2 3 3 4 5 | 0 4 1 2 2 4 -1 -1 -1 -1 -1 -1,0.21869842372134035,6579.700857292546,0.029235433982208587,0.018518518518518517,0.3333333333333333,0.06383460444303125,0.0,0.26666666666666666
