Architecture,NFE,Science Score,Cost,Duty Cycle Violation,Instrument Orbit Assignment Violation,Interference Violation,Packing Efficiency Violation,Spacecraft Mass Violation,Instrument Synergy Violation
010110100001100110001011111101010111100000110111111101001111,0,0.07880469398053368,19245.571259793047,0.7245214254703592,0.005555555555555556,1.08,0.03279730017569782,0.39494052930831114,0.9
000110100000000000000000000000100001101100000000001001011000,1234,0.20678251625881833,2327.279633116664,0.0,0.0,0.0,0.0909480349016506,0.0,0.35
000110100000100000000010000000000010101100000100000111000100,1470,0.2503437798606159,4969.079868134138,0.01436155597065234,0.0,0.32,0.045319562949141357,0.06949156390647944,0.62
011010100101011000101010001000000110101010010001100000100001,312,0.14279847131689888,11365.418687066274,0.31255032130971006,0.005555555555555556,0.56,0.0,0.1053440808261132,0.86
000110000000000000000000000000000000101000000100001001001000,1368,0.20365872865159645,1867.997807077039,0.04195691617400693,0.0,0.0,0.0,0.0,0.225
001011101110100101100001010110110011000111110010011111001000,0,0.10575702479735594,15955.228516027555,0.6700269216109558,0.016666666666666666,1.0,0.015454638288769973,0.2963311951219265,1.14
001110000000000000000000000000000011101101000100001110100000,642,0.1755972353321712,3358.185572419712,0.03531460540592877,0.005555555555555556,0.0,0.062258437862936,0.0,0.42
000110100000100000000000000000000010001100000100001001000101,1386,0.24538732370382027,3137.8271779409233,0.03356553293920554,0.0,0.0,0.0,0.0,0.46
100011111000010000100000110010011101001010001111110011000100,308,0.12061257663036863,11440.86925934151,0.5471613672520202,0.011111111111111112,0.58,0.0,0.0842067817842613,1.0
001110000000000000000000000000000011101100000000001111101010,924,0.18863588013686106,3274.7802364340973,0.0,0.0,0.0,0.033520622005040496,0.0,0.24
001101011101110100101011011110010000011001110000101101101111,0,0.15155145720759197,18479.85748082982,0.5609908870790143,0.011111111111111112,1.72,0.019380236571152343,0.3852337763648256,0.58
000100111111100010101001110001000100001001000011111000011100,0,0.10183004873843488,14758.576176442792,0.6158876980072875,0.005555555555555556,1.02,0.018994010946306317,0.18215692251925641,0.7
000000101110000010000011011000000110101011000000011011100110,346,0.15733798746535574,11303.347482063784,0.32463044237997984,0.011111111111111112,0.62,0.035256211929859116,0.11565181692944426,0.34
000110000000000000000000000000100001101100000000001011001101,1196,0.17711816440696648,2636.1119849464135,0.0,0.0,0.0,0.04164050909139974,0.0,0.16
000000000000000000000000000000000010101100000100000111000100,2268,0.24603727833736602,1967.907609068524,0.01436155597065234,0.0,0.0,0.022926110094536545,0.0,0.12
010110000000000000000000000000000010101100000100000111000100,1982,0.25894622895464997,2473.0224891468574,0.01436155597065234,0.0,0.0,0.06456661918593629,0.0,0.28
101110100000000000000000000000000111101100000100001111000101,1008,0.255125686748919,3863.4029328471997,0.05849069002102032,0.0,0.0,0.0,0.0,0.6
111000101010001111010101101111101011111011100111100111011010,0,0.0665401501841968,19790.8229871101,0.7834614122229736,0.016666666666666666,1.26,0.021417810130251402,0.4058520247329794,1.2
001011000001010010110001011000000001001101011111010101100000,606,0.10367952342971191,11404.163103168154,0.6338994858756481,0.011111111111111112,0.9,0.007507540728507872,0.1539182868687905,0.8
001110000001000000000000000000000011101100000100001111000101,796,0.2519048400449799,3667.323358903423,0.03531460540592877,0.0,0.0,0.0,0.0,0.72
000110101001011101011111111100101111011111001011100001011111,0,0.08207173916067594,21350.274908161282,0.7397680950530184,0.016666666666666666,1.04,0.0,0.45813106618916083,1.18
000110100000000000000000000000000011101100000100000111100100,2638,0.2700991407604849,2720.3435003630575,0.016534911632847815,0.0,0.0,0.0,0.0,0.46
110100000000000000000000000000000001101100000000001011100000,744,0.07620546599426807,1748.1426841998064,0.0,0.0,0.0,0.0156512114135465,0.0,0.06
000100000100000000000000000000000011001100000100000101000100,2576,0.2580573918907186,2171.823676735257,0.016534911632847815,0.0,0.0,0.0,0.0,0.24
000110000001000000000000000000000011001100000100000101001000,2528,0.2595851696684963,2624.1079778681224,0.02066863954105977,0.0,0.0,0.0,0.021553352560506545,0.575
100001001100111111100011000010110111100101011010110110110001,304,0.07693152331271147,16140.326088733345,0.7269929394387378,0.011111111111111112,1.1,0.017301784400576115,0.2734292654832121,1.14
110010000000010000100000000000000001101100100001111011011000,530,0.181663702686288,6206.430023910161,0.29669646528343446,0.005555555555555556,0.16,0.0,0.004894493279986911,0.68
011000100100101010010011100001110000101011000111010000011100,0,0.1388729236303563,12918.034351755316,0.5192708321819106,0.011111111111111112,0.96,0.02591829804385387,0.1832303562435174,0.94
001011010110000100000000000000010011101100000100001110000111,576,0.1905518378847068,7317.389261350073,0.15356717257895255,0.0,0.16,0.0,0.047985384937296385,0.92
001110000000000000000010000000001001101100000000001011100000,870,0.09248134149983073,3272.0145685013226,0.0,0.0,0.12,0.07619390038613244,0.026490681188507864,0.24
000100000100000000000000000000000001001100000100000001101000,2932,0.2106237402703482,1815.1662548665738,0.02066863954105977,0.0,0.0,0.052706247492202776,0.0,0.25
111010001000010010100001000000100011010110010010111100000110,394,0.19386069070676473,9353.89099911714,0.3709164004132701,0.005555555555555556,1.02,0.0,0.07836587549188768,1.1
010100111000000010010100000010110101001101110000000011101101,476,0.13752120616979496,10622.93549486999,0.4385857115101334,0.011111111111111112,0.64,0.0,0.1211273142193674,0.34
000000000000000000000000000000000000101100000100001001100000,2210,0.13271621274605033,1166.5780842561592,0.04195691617400693,0.0,0.0,0.09524237548266555,0.0,0.05
001110111110010101111010001101101010001110101001000101011000,0,0.08906110304237619,16871.552992581517,0.6922145518671927,0.016666666666666666,1.14,0.0,0.26621771216698464,0.98
001010000000010010100001000000000011101100000100001111000101,600,0.20783686079616764,6342.532119489681,0.3055941013295219,0.0,0.44,0.0,0.051061029990809456,0.62
110100110001010001110101010001001011110111001101011000010000,0,0.08334580201812036,13903.389171977815,0.6746300503822112,0.016666666666666666,0.96,0.045951885006937115,0.16131035285086304,1.42
101110100000000000000000000000000011101100010100000111000101,1434,0.262182654575897,4105.622271098149,0.05294527078096971,0.0,0.0,0.01529249734535848,0.0,0.6
001011100110000110100001110111010101110011100110001000111100,0,0.07981458295439281,15615.850162404175,0.6792434629409366,0.016666666666666666,0.82,0.0,0.2134527979704221,1.06
000010100000100000000000000000000011101100010100000111000100,1332,0.27146619680756845,3632.455064617386,0.016534911632847815,0.0,0.0,0.027618156739258853,0.014115946133982257,0.54
101111101001000000000000000000000001101100000000001111101000,730,0.1456537670032262,5610.9432288519365,0.0,0.0,0.0,0.04678736740580361,0.040751346393113994,0.58
000110100000100000000000000100010011101100000100001111000101,1346,0.2736900905425609,5801.668992828472,0.09912387333022224,0.0,0.16,0.060441541484988946,0.0610645468272399,0.74
110101000000100000100001001010000011101100000100001111000101,512,0.2058910683063698,7837.020076229195,0.28549573445791154,0.0,0.42,0.0,0.06648244734029554,0.7
100101110101111110011001100111110110011101000010110000111000,0,0.0887085330751407,18050.42921795969,0.6647758998913333,0.005555555555555556,1.26,0.028819663298472048,0.3279843568507131,1.38
100110100000100000000000100000000011101110000100001111000101,894,0.2407124904755183,5914.950874869939,0.10367606879613955,0.005555555555555556,0.26,0.04164050909139974,0.014115946133982257,0.7
000000000000000000000000000000000011101000000100001001001000,2120,0.216076358177696,1898.275689805221,0.04414325675741096,0.0,0.0,0.0,0.0,0.025
100101110010010000100010010000011010011010111001100000100000,394,0.13184901401178573,10339.379161387142,0.3880882313936166,0.016666666666666666,0.66,0.0,0.09328459942064346,1.06
100101010010010000100010010000011010011010111010111100000110,0,0.14063611657601022,12301.325228125077,0.4671642039689298,0.016666666666666666,0.82,0.007520759102744468,0.17656906411587783,1.22
100000000001000000000000000000000011101100000100000111000100,1242,0.2410553380799466,2911.137557017285,0.04484378472537483,0.0,0.0,0.0,0.0,0.4
000010000000000000000000000000000011101100000100001001001000,1844,0.216076358177696,2114.230620999476,0.04414325675741096,0.0,0.0,0.03592226982236938,0.0,0.15
000110100000100000000000000000000011101100000100001001100010,1080,0.24065195977060197,3703.3729554478,0.03531460540592877,0.0,0.0,0.0,0.0,0.66
100111001001000000111110010011110001001100100100001100111100,0,0.12210699909893916,14745.762774323546,0.469978096934597,0.005555555555555556,0.74,0.0,0.19131882034567127,0.64
110110001001110010001100100101100100011101101011101011111101,0,0.14772214049104157,16899.605965835362,0.5205512124096634,0.016666666666666666,1.2,0.034360677786018146,0.351557681349974,1.42
000110000000000000000000000000001001101100000100000111000100,1888,0.2570752490335757,2493.7863600109094,0.016534911632847815,0.0,0.0,0.04164050909139974,0.0,0.36
000110000000000000000000000000010011001100000100000101000100,2682,0.2580573918907186,2492.6668456049892,0.016534911632847815,0.0,0.0,0.04164050909139974,0.0,0.28
110111010111000100000000000000000111100100000000001001001000,502,0.173813316701861,7169.211985434691,0.14167110329236912,0.0,0.14,0.0,0.05209533405019669,0.78
000110000000000000001000000000000010001100000100000011000100,1304,0.21969081965514836,2934.977114684913,0.07255148732488825,0.0,0.0,0.052050636364249676,0.0,0.225
110010000000000000000000000000010010101100000100001001001001,918,0.22003435149798067,3040.901071805717,0.07150149612562723,0.0,0.0,0.0018663120963093374,0.0,0.275
101011001101001001100000000000000011101100100000001001001010,466,0.15702616183103874,7744.576226050311,0.28339465742835446,0.005555555555555556,0.0,0.0,0.0,0.72
110010000000010010100001000000000011110101000000001110000101,526,0.15917541716797903,6358.367732309111,0.28469766949038466,0.005555555555555556,0.44,0.0156512114135465,0.009356161346103035,0.5
000000000000010000000000000000010011101100000100001110110001,704,0.21306079791422305,3645.5472448529717,0.05509188348856011,0.0,0.0,0.0,0.0,0.28
