Architecture,Science Score,Cost,Duty Cycle Violation,Instrument Orbit Assignment Violation,Interference Violation,Packing Efficiency Violation,Spacecraft Mass Violation,Instrument Synergy Violation
010011001000000000000000000010100001010000010001100101110000,0.2849231442500185,4331.72398608198,0.1550151061252452,0.0,0.0,0.030773634889156132,0.0,0.72
010011001000000000000000000010100001010000010001100101110000,0.2849231442500185,4331.72398608198,0.1550151061252452,0.0,0.0,0.0,0.0,0.72
010000000000000000000000000000100001000000000001100101000001,0.24471735763507327,2301.688585107211,0.054834336171627564,0.0,0.0,0.024301122551996762,0.0,0.24
100000100000000000000000000000100001000000000001100101000001,0.25863995851648125,2502.97713644917,0.054834336171627564,0.0,0.0,0.024301122551996762,0.0,0.24
010001001000000000000000000000100001010000010001100111110000,0.2775953723151846,3774.400106417941,0.14495739106663738,0.0,0.0,0.0,0.0,0.38
100000000000000000000000000000100000000000000000100110000001,0.19862365911358343,1586.8549485674678,0.02206579330108773,0.0,0.0,0.03467897756848534,0.0,0.12
010001001000000000000000000010100001010000011001100101110000,0.2948796390887489,4807.74418389106,0.1550151061252452,0.005555555555555556,0.0,0.0,0.0,0.44
100001001000000000000000000000100001000000000001100101000001,0.2625982918498146,2781.208778918921,0.08293288056804668,0.0,0.0,0.05313033627209771,0.0,0.2
100000000000000000000000000000100001000000000000100110000001,0.2094801405950649,1669.7015812675154,0.02206579330108773,0.0,0.0,0.07434827214086101,0.0,0.12
010011001000000000000000000010100001010000011001100101110000,0.2916825682585219,5075.149155472826,0.16063319964744185,0.005555555555555556,0.0,0.0,0.0,0.72
100000000000000000000000000000100000000000000000100111110000,0.2292383871373424,1918.9400666194965,0.04047278020097522,0.0,0.0,0.0,0.0,0.1
100000000000000000000000000000100001000000000001100101000001,0.24471735763507327,2302.4091418463045,0.054834336171627564,0.0,0.0,0.024301122551996762,0.0,0.16
010001001000000000000000000010100001010000010001100101110000,0.2849231442500185,4175.484026461307,0.1550151061252452,0.0,0.0,0.0,0.0,0.44
100000000000000000000000000000100000000000000000100111010000,0.2292383871373424,1723.1954314933948,0.05059097525121903,0.0,0.0,0.0,0.0,0.1
100000000000000000000000000000100000000000000000100111000001,0.22117125750771277,1766.9098173530679,0.04047278020097522,0.0,0.0,0.0,0.0,0.08
