Architecture,Science Score,Cost,Duty Cycle Violation,Instrument Orbit Assignment Violation,Interference Violation,Packing Efficiency Violation,Spacecraft Mass Violation,Instrument Synergy Violation
000100100000000000000000000000000100011000000100010101000100,0.2737968688359908,2434.5061972157237,0.03642734927174007,0.0,0.0,0.05764430598574575,0.0,0.34
010000001000000000000000000001001100011000000100010101000100,0.2814292066298102,3470.062601890124,0.12183576848721796,0.0,0.0,0.06711613795959723,0.0,0.46
010000001000000000000000000001001100011000000100000101000100,0.28531608613114223,3213.2474928037655,0.021599498713497402,0.0,0.0,0.022926110094536545,0.0,0.34
010000001000000000000000000001001100011000000100010101000100,0.2814292066298102,3470.062601890124,0.12183576848721796,0.0,0.0,0.09788977284875336,0.0,0.46
010000001000000000000000000000000100011000000100010101000100,0.2757909164550384,2432.0794643046884,0.03642734927174007,0.0,0.0,0.05764430598574575,0.0,0.4
000000001000000000000000000000000100001000000100000101000100,0.2567092178431126,1737.8279487898312,0.017951944963315425,0.0,0.0,0.02865763761817068,0.0,0.1
010000001000000000000000000000000100011000000100010101000100,0.2757909164550384,2432.0794643046884,0.03642734927174007,0.0,0.0,0.08841794087490187,0.0,0.4
000100100000000000000000000000000100001000000100010101000100,0.2699774243915464,2369.4517786422057,0.03642734927174007,0.0,0.0,0.05764430598574575,0.0,0.32
001100100000000000000000000000000100001000000100000101000100,0.26705533777256585,2112.2650927463437,0.017951944963315425,0.0,0.0,0.0666771775911697,0.0,0.4
000100000000000000000000000000000100001000000100000101000100,0.25414464165306266,1728.656760555397,0.017951944963315425,0.0,0.0,0.02865763761817068,0.0,0.15
000100100000000000000000000000001100011000000100000101000100,0.27087478221701033,2308.4868947361488,0.017951944963315425,0.0,0.0,0.02865763761817068,0.0,0.35
000000001000000000000000000000000100001000000100000101000100,0.2567092178431126,1737.8279487898312,0.017951944963315425,0.0,0.0,0.02865763761817068,0.0,0.1
010000001000000000000000000000000100101000000100010101000100,0.2757909164550384,2434.6934006252886,0.03642734927174007,0.0,0.0,0.07329551739929226,0.0,0.34
010000001000000000000000000001001100011000000100010101000100,0.2814292066298102,3470.062601890124,0.12183576848721796,0.0,0.0,0.022926110094536545,0.0,0.46
010000001000000000000000000001001100011000000100010101000100,0.2814292066298102,3470.062601890124,0.12183576848721796,0.0,0.0,0.06711613795959723,0.0,0.46
010000001000000000000000000000000100001000000100000101000100,0.2680672425344706,1926.798022247228,0.017951944963315425,0.0,0.0,0.02865763761817068,0.0,0.3
010000001000000000000000000001001001001000000100010101000100,0.28061935494526874,3294.0817149059685,0.12400912414941342,0.0,0.0,0.08007898545426598,0.0,0.44
000100100000000000000000000000001100001100000100000101000100,0.27087478221701033,2405.1678717769482,0.01436155597065234,0.0,0.0,0.13773710363119107,0.0,0.28
010000001000000000000000000000001001011000000100000101000100,0.2711110455223897,2197.7469074827686,0.02066863954105977,0.0,0.0,0.0,0.0,0.45
010000001000000000000000000000000100001000000100000101000100,0.2680672425344706,1926.798022247228,0.017951944963315425,0.0,0.0,0.02865763761817068,0.0,0.3
010000011000000000000000000000000100001000000100000101000100,0.2700315282487563,2120.714983232729,0.017951944963315425,0.0,0.0,0.08908879251785358,0.0,0.375
010000001000000000000000000000001001011000000100000101000100,0.2711110455223897,2197.7469074827686,0.02066863954105977,0.0,0.0,0.05259567289421025,0.0,0.45
010000001000000000000000000000001101101000000100000101000100,0.27209318837953256,2427.811574579595,0.02066863954105977,0.0,0.0,0.028600029579110182,0.0,0.375
010000001000000000000000000000000100001000000100000101000100,0.2680672425344706,1926.798022247228,0.017951944963315425,0.0,0.0,0.02865763761817068,0.0,0.3
010000001000000000000000000000000100001000000100000101000100,0.2680672425344706,1926.798022247228,0.017951944963315425,0.0,0.0,0.06712468122961585,0.0,0.3
